County_FIPS,County,State,Overall SVI-2018-Percentile
18075,Jay County,Indiana,0.6748
18077,Jefferson County,Indiana,0.4414
18079,Jennings County,Indiana,0.3847
18081,Johnson County,Indiana,0.1424
18083,Knox County,Indiana,0.5927
18085,Kosciusko County,Indiana,0.4608
18087,Lagrange County,Indiana,0.3707
18089,Lake County,Indiana,0.7252
18091,Laporte County,Indiana,0.7217
18093,Lawrence County,Indiana,0.2752
18095,Madison County,Indiana,0.6713
18097,Marion County,Indiana,0.7971
18099,Marshall County,Indiana,0.5796
18101,Martin County,Indiana,0.2398
18103,Miami County,Indiana,0.5879
18105,Monroe County,Indiana,0.4519
18107,Montgomery County,Indiana,0.3685
18109,Morgan County,Indiana,0.2156
18111,Newton County,Indiana,0.3366
18113,Noble County,Indiana,0.4742
18115,Ohio County,Indiana,0.0252
18117,Orange County,Indiana,0.6455
18119,Owen County,Indiana,0.3455
18121,Parke County,Indiana,0.5809
18123,Perry County,Indiana,0.3102
18125,Pike County,Indiana,0.1745
18127,Porter County,Indiana,0.1478
18129,Posey County,Indiana,0.0105
18131,Pulaski County,Indiana,0.2309
18133,Putnam County,Indiana,0.3484
18135,Randolph County,Indiana,0.4296
18137,Ripley County,Indiana,0.3774
18139,Rush County,Indiana,0.2567
18143,Scott County,Indiana,0.4201
18145,Shelby County,Indiana,0.2182
18147,Spencer County,Indiana,0.0879
18141,St. Joseph County,Indiana,0.6223
18149,Starke County,Indiana,0.3417
18151,Steuben County,Indiana,0.271
18153,Sullivan County,Indiana,0.6401
18155,Switzerland County,Indiana,0.6271
18157,Tippecanoe County,Indiana,0.493
18159,Tipton County,Indiana,0.0726
18161,Union County,Indiana,0.1713
18163,Vanderburgh County,Indiana,0.5242
18165,Vermillion County,Indiana,0.4503
18167,Vigo County,Indiana,0.7274
18169,Wabash County,Indiana,0.2882
18171,Warren County,Indiana,0.078
18173,Warrick County,Indiana,0.0678
18175,Washington County,Indiana,0.3777
18177,Wayne County,Indiana,0.7105
18179,Wells County,Indiana,0.1439
18181,White County,Indiana,0.2439
18183,Whitley County,Indiana,0.0315
19001,Adair County,Iowa,0.0538
19003,Adams County,Iowa,0.0376
19005,Allamakee County,Iowa,0.322
19007,Appanoose County,Iowa,0.3783
19009,Audubon County,Iowa,0.0226
19011,Benton County,Iowa,0.0118
19013,Black Hawk County,Iowa,0.4264
19015,Boone County,Iowa,0.1178
19017,Bremer County,Iowa,0.0322
19019,Buchanan County,Iowa,0.0662
19021,Buena Vista County,Iowa,0.7408
19023,Butler County,Iowa,0.0236
19025,Calhoun County,Iowa,0.158
19027,Carroll County,Iowa,0.0455
19029,Cass County,Iowa,0.1981
19031,Cedar County,Iowa,0.008
19033,Cerro Gordo County,Iowa,0.2497
19035,Cherokee County,Iowa,0.1701
19037,Chickasaw County,Iowa,0.0599
19039,Clarke County,Iowa,0.4847
19041,Clay County,Iowa,0.3439
19043,Clayton County,Iowa,0.1841
19045,Clinton County,Iowa,0.2646
19047,Crawford County,Iowa,0.8551
19049,Dallas County,Iowa,0.0596
19051,Davis County,Iowa,0.3503
19053,Decatur County,Iowa,0.6822
19055,Delaware County,Iowa,0.0344
19057,Des Moines County,Iowa,0.4653
19059,Dickinson County,Iowa,0.0917
19061,Dubuque County,Iowa,0.2347
19063,Emmet County,Iowa,0.3946
19065,Fayette County,Iowa,0.2252
19067,Floyd County,Iowa,0.3596
19069,Franklin County,Iowa,0.1962
19071,Fremont County,Iowa,0.0554
19073,Greene County,Iowa,0.1978
19075,Grundy County,Iowa,0.0038
19077,Guthrie County,Iowa,0.122
19079,Hamilton County,Iowa,0.1153
19081,Hancock County,Iowa,0.0713
19083,Hardin County,Iowa,0.1242
19085,Harrison County,Iowa,0.0646
19087,Henry County,Iowa,0.3134
19089,Howard County,Iowa,0.1567
19091,Humboldt County,Iowa,0.1446
19093,Ida County,Iowa,0.0866
19095,Iowa County,Iowa,0.0347
19097,Jackson County,Iowa,0.1268
19099,Jasper County,Iowa,0.2548
19101,Jefferson County,Iowa,0.4895
19103,Johnson County,Iowa,0.2675
19105,Jones County,Iowa,0.1924
19107,Keokuk County,Iowa,0.0398
19109,Kossuth County,Iowa,0.1048
19111,Lee County,Iowa,0.5041
19113,Linn County,Iowa,0.1806
19115,Louisa County,Iowa,0.457
19117,Lucas County,Iowa,0.2755
19119,Lyon County,Iowa,0.0439
19121,Madison County,Iowa,0.0204
19123,Mahaska County,Iowa,0.4637
19125,Marion County,Iowa,0.1949
19127,Marshall County,Iowa,0.6863
19129,Mills County,Iowa,0.1076
19131,Mitchell County,Iowa,0.086
19133,Monona County,Iowa,0.1796
19135,Monroe County,Iowa,0.2519
19137,Montgomery County,Iowa,0.528
19139,Muscatine County,Iowa,0.3904
19141,O&#39;brien County,Iowa,0.2322
19143,Osceola County,Iowa,0.2634
19145,Page County,Iowa,0.3341
19147,Palo Alto County,Iowa,0.1729
19149,Plymouth County,Iowa,0.1271
19151,Pocahontas County,Iowa,0.1462
19153,Polk County,Iowa,0.3768
19155,Pottawattamie County,Iowa,0.4599
19157,Poweshiek County,Iowa,0.1548
19159,Ringgold County,Iowa,0.1299
19161,Sac County,Iowa,0.0748
19163,Scott County,Iowa,0.2659
19165,Shelby County,Iowa,0.1303
19167,Sioux County,Iowa,0.2207
19169,Story County,Iowa,0.2124
19171,Tama County,Iowa,0.3274
19173,Taylor County,Iowa,0.2771
19175,Union County,Iowa,0.4455
19177,Van Buren County,Iowa,0.2465
19179,Wapello County,Iowa,0.7439
19181,Warren County,Iowa,0.072
19183,Washington County,Iowa,0.2239
19185,Wayne County,Iowa,0.4583
19187,Webster County,Iowa,0.458
19189,Winnebago County,Iowa,0.2061
19191,Winneshiek County,Iowa,0.0115
19193,Woodbury County,Iowa,0.6968
19195,Worth County,Iowa,0.0697
19197,Wright County,Iowa,0.4803
20001,Allen County,Kansas,0.3978
20003,Anderson County,Kansas,0.2274
20005,Atchison County,Kansas,0.4911
20007,Barber County,Kansas,0.2803
20009,Barton County,Kansas,0.5439
20011,Bourbon County,Kansas,0.5828
20013,Brown County,Kansas,0.2717
20015,Butler County,Kansas,0.2624
20017,Chase County,Kansas,0.4067
20019,Chautauqua County,Kansas,0.7188
20021,Cherokee County,Kansas,0.3828
20023,Cheyenne County,Kansas,0.1003
20025,Clark County,Kansas,0.3124
20027,Clay County,Kansas,0.0494
20029,Cloud County,Kansas,0.2739
20031,Coffey County,Kansas,0.2035
20033,Comanche County,Kansas,0.0793
20035,Cowley County,Kansas,0.7318
20037,Crawford County,Kansas,0.6987
20039,Decatur County,Kansas,0.1573
20041,Dickinson County,Kansas,0.3322
20043,Doniphan County,Kansas,0.2306
20045,Douglas County,Kansas,0.2232
20047,Edwards County,Kansas,0.372
20049,Elk County,Kansas,0.3895
20051,Ellis County,Kansas,0.1564
20053,Ellsworth County,Kansas,0.3952
20055,Finney County,Kansas,0.8236
20057,Ford County,Kansas,0.857
20059,Franklin County,Kansas,0.2137
20061,Geary County,Kansas,0.6576
20063,Gove County,Kansas,0.0975
20065,Graham County,Kansas,0.1255
20067,Grant County,Kansas,0.3815
20069,Gray County,Kansas,0.2736
20071,Greeley County,Kansas,0.5752
20073,Greenwood County,Kansas,0.2127
20075,Hamilton County,Kansas,0.2586
20077,Harper County,Kansas,0.3223
20079,Harvey County,Kansas,0.335
20081,Haskell County,Kansas,0.4115
20083,Hodgeman County,Kansas,0.1118
20085,Jackson County,Kansas,0.2694
20087,Jefferson County,Kansas,0.0548
20089,Jewell County,Kansas,0.0876
20091,Johnson County,Kansas,0.0615
20093,Kearny County,Kansas,0.4656
20095,Kingman County,Kansas,0.0513
20097,Kiowa County,Kansas,0.258
20099,Labette County,Kansas,0.6392
20101,Lane County,Kansas,0.0303
20103,Leavenworth County,Kansas,0.2404
20105,Lincoln County,Kansas,0.1322
20107,Linn County,Kansas,0.4478
20109,Logan County,Kansas,0.1296
20111,Lyon County,Kansas,0.7322
20115,Marion County,Kansas,0.1771
20117,Marshall County,Kansas,0.1264
20113,Mcpherson County,Kansas,0.1067
20119,Meade County,Kansas,0.3717
20121,Miami County,Kansas,0.0258
20123,Mitchell County,Kansas,0.2844
20125,Montgomery County,Kansas,0.8029
20127,Morris County,Kansas,0.2436
20129,Morton County,Kansas,0.408
20131,Nemaha County,Kansas,0.0962
20133,Neosho County,Kansas,0.658
20135,Ness County,Kansas,0.15
20137,Norton County,Kansas,0.2975
20139,Osage County,Kansas,0.2341
20141,Osborne County,Kansas,0.0723
20143,Ottawa County,Kansas,0.0271
20145,Pawnee County,Kansas,0.2866
20147,Phillips County,Kansas,0.242
20149,Pottawatomie County,Kansas,0.1487
20151,Pratt County,Kansas,0.3873
20153,Rawlins County,Kansas,0.136
20155,Reno County,Kansas,0.5866
20157,Republic County,Kansas,0.0605
20159,Rice County,Kansas,0.4252
20161,Riley County,Kansas,0.4373
20163,Rooks County,Kansas,0.142
20165,Rush County,Kansas,0.0783
20167,Russell County,Kansas,0.2392
20169,Saline County,Kansas,0.4162
20171,Scott County,Kansas,0.3061
20173,Sedgwick County,Kansas,0.5357
20175,Seward County,Kansas,0.9111
20177,Shawnee County,Kansas,0.5099
20179,Sheridan County,Kansas,0.0685
20181,Sherman County,Kansas,0.4984
20183,Smith County,Kansas,0.0503
20185,Stafford County,Kansas,0.2777
20187,Stanton County,Kansas,0.4965
20189,Stevens County,Kansas,0.6739
20191,Sumner County,Kansas,0.2223
20193,Thomas County,Kansas,0.0704
20195,Trego County,Kansas,0.0389
20197,Wabaunsee County,Kansas,0.0532
20199,Wallace County,Kansas,0.143
20201,Washington County,Kansas,0.1481
20203,Wichita County,Kansas,0.4678
20205,Wilson County,Kansas,0.6366
20207,Woodson County,Kansas,0.4398
20209,Wyandotte County,Kansas,0.9242
21001,Adair County,Kentucky,0.7121
21003,Allen County,Kentucky,0.6796
21005,Anderson County,Kentucky,0.2637
21007,Ballard County,Kentucky,0.4459
21009,Barren County,Kentucky,0.7761
21011,Bath County,Kentucky,0.729
21013,Bell County,Kentucky,0.8927
21015,Boone County,Kentucky,0.1277
21017,Bourbon County,Kentucky,0.5561
21019,Boyd County,Kentucky,0.6908
21021,Boyle County,Kentucky,0.4315
21023,Bracken County,Kentucky,0.3866
21025,Breathitt County,Kentucky,0.822
21027,Breckinridge County,Kentucky,0.7376
21029,Bullitt County,Kentucky,0.1385
21031,Butler County,Kentucky,0.792
21033,Caldwell County,Kentucky,0.4981
21035,Calloway County,Kentucky,0.4997
21037,Campbell County,Kentucky,0.2188
21039,Carlisle County,Kentucky,0.3395
21041,Carroll County,Kentucky,0.8904
21043,Carter County,Kentucky,0.8204
21045,Casey County,Kentucky,0.7656
21047,Christian County,Kentucky,0.9127
21049,Clark County,Kentucky,0.6061
21051,Clay County,Kentucky,0.9099
21053,Clinton County,Kentucky,0.778
21055,Crittenden County,Kentucky,0.4844
21057,Cumberland County,Kentucky,0.5315
21059,Daviess County,Kentucky,0.6169
21061,Edmonson County,Kentucky,0.6357
21063,Elliott County,Kentucky,0.7239
21065,Estill County,Kentucky,0.7997
21067,Fayette County,Kentucky,0.4876
21069,Fleming County,Kentucky,0.771
21071,Floyd County,Kentucky,0.8503
21073,Franklin County,Kentucky,0.5468
21075,Fulton County,Kentucky,0.8704
21077,Gallatin County,Kentucky,0.6124
21079,Garrard County,Kentucky,0.4299
21081,Grant County,Kentucky,0.5602
21083,Graves County,Kentucky,0.7752
21085,Grayson County,Kentucky,0.6096
21087,Green County,Kentucky,0.5226
21089,Greenup County,Kentucky,0.3217
21091,Hancock County,Kentucky,0.3822
21093,Hardin County,Kentucky,0.5672
21095,Harlan County,Kentucky,0.8803
21097,Harrison County,Kentucky,0.5057
21099,Hart County,Kentucky,0.7659
21101,Henderson County,Kentucky,0.7089
21103,Henry County,Kentucky,0.5274
21105,Hickman County,Kentucky,0.5739
21107,Hopkins County,Kentucky,0.5541
21109,Jackson County,Kentucky,0.6662
21111,Jefferson County,Kentucky,0.5682
21113,Jessamine County,Kentucky,0.5201
21115,Johnson County,Kentucky,0.8102
21117,Kenton County,Kentucky,0.3379
21119,Knott County,Kentucky,0.8548
21121,Knox County,Kentucky,0.8325
21123,Larue County,Kentucky,0.5318
21125,Laurel County,Kentucky,0.7522
21127,Lawrence County,Kentucky,0.7583
21129,Lee County,Kentucky,0.8182
21131,Leslie County,Kentucky,0.7745
21133,Letcher County,Kentucky,0.8755
21135,Lewis County,Kentucky,0.6242
21137,Lincoln County,Kentucky,0.7083
21139,Livingston County,Kentucky,0.264
21141,Logan County,Kentucky,0.5287
21143,Lyon County,Kentucky,0.3252
21151,Madison County,Kentucky,0.4968
21153,Magoffin County,Kentucky,0.8057
21155,Marion County,Kentucky,0.9057
21157,Marshall County,Kentucky,0.2723
21159,Martin County,Kentucky,0.8494
21161,Mason County,Kentucky,0.6682
21145,Mccracken County,Kentucky,0.4153
21147,Mccreary County,Kentucky,0.878
21149,Mclean County,Kentucky,0.4217
21163,Meade County,Kentucky,0.3178
21165,Menifee County,Kentucky,0.5847
21167,Mercer County,Kentucky,0.4134
21169,Metcalfe County,Kentucky,0.6812
21171,Monroe County,Kentucky,0.6975
21173,Montgomery County,Kentucky,0.7987
21175,Morgan County,Kentucky,0.8293
21177,Muhlenberg County,Kentucky,0.6134
21179,Nelson County,Kentucky,0.2895
21181,Nicholas County,Kentucky,0.8197
21183,Ohio County,Kentucky,0.5799
21185,Oldham County,Kentucky,0.0395
21187,Owen County,Kentucky,0.5264
21189,Owsley County,Kentucky,0.8414
21191,Pendleton County,Kentucky,0.415
21193,Perry County,Kentucky,0.9051
21195,Pike County,Kentucky,0.7908
21197,Powell County,Kentucky,0.7732
21199,Pulaski County,Kentucky,0.742
21201,Robertson County,Kentucky,0.3538
21203,Rockcastle County,Kentucky,0.7882
21205,Rowan County,Kentucky,0.7557
21207,Russell County,Kentucky,0.8634
21209,Scott County,Kentucky,0.3331
21211,Shelby County,Kentucky,0.4261
21213,Simpson County,Kentucky,0.2879
21215,Spencer County,Kentucky,0.0369
21217,Taylor County,Kentucky,0.721
21219,Todd County,Kentucky,0.8092
21221,Trigg County,Kentucky,0.365
21223,Trimble County,Kentucky,0.7143
21225,Union County,Kentucky,0.5366
21227,Warren County,Kentucky,0.7096
21229,Washington County,Kentucky,0.5127
21231,Wayne County,Kentucky,0.7478
21233,Webster County,Kentucky,0.7854
21235,Whitley County,Kentucky,0.8379
21237,Wolfe County,Kentucky,0.8621
21239,Woodford County,Kentucky,0.2041
22001,Acadia Parish,Louisiana,0.9182
22003,Allen Parish,Louisiana,0.9261
22005,Ascension Parish,Louisiana,0.3968
22007,Assumption Parish,Louisiana,0.779
22009,Avoyelles Parish,Louisiana,0.9634
22011,Beauregard Parish,Louisiana,0.6519
22013,Bienville Parish,Louisiana,0.9401
22015,Bossier Parish,Louisiana,0.5876
22017,Caddo Parish,Louisiana,0.8385
22019,Calcasieu Parish,Louisiana,0.7392
22021,Caldwell Parish,Louisiana,0.9331
22023,Cameron Parish,Louisiana,0.2643
22025,Catahoula Parish,Louisiana,0.7806
22027,Claiborne Parish,Louisiana,0.9478
22029,Concordia Parish,Louisiana,0.9134
22031,De Soto Parish,Louisiana,0.8917
22033,East Baton Rouge Parish,Louisiana,0.6653
22035,East Carroll Parish,Louisiana,0.9357
22037,East Feliciana Parish,Louisiana,0.8185
22039,Evangeline Parish,Louisiana,0.9975
22041,Franklin Parish,Louisiana,0.9519
22043,Grant Parish,Louisiana,0.6274
22045,Iberia Parish,Louisiana,0.9605
22047,Iberville Parish,Louisiana,0.886
22049,Jackson Parish,Louisiana,0.9382
22051,Jefferson Parish,Louisiana,0.6121
22053,Jefferson Davis Parish,Louisiana,0.8105
22055,Lafayette Parish,Louisiana,0.6217
22057,Lafourche Parish,Louisiana,0.7669
22059,Lasalle Parish,Louisiana,0.7634
22061,Lincoln Parish,Louisiana,0.8478
22063,Livingston Parish,Louisiana,0.4309
22065,Madison Parish,Louisiana,0.9697
22067,Morehouse Parish,Louisiana,0.8847
22069,Natchitoches Parish,Louisiana,0.8573
22071,Orleans Parish,Louisiana,0.7449
22073,Ouachita Parish,Louisiana,0.8522
22075,Plaquemines Parish,Louisiana,0.7061
22077,Pointe Coupee Parish,Louisiana,0.8475
22079,Rapides Parish,Louisiana,0.9086
22081,Red River Parish,Louisiana,0.8137
22083,Richland Parish,Louisiana,0.8554
22085,Sabine Parish,Louisiana,0.8315
22087,St. Bernard Parish,Louisiana,0.7713
22089,St. Charles Parish,Louisiana,0.3529
22091,St. Helena Parish,Louisiana,0.9
22093,St. James Parish,Louisiana,0.6299
22095,St. John The Baptist Parish,Louisiana,0.7468
22097,St. Landry Parish,Louisiana,0.922
22099,St. Martin Parish,Louisiana,0.7831
22101,St. Mary Parish,Louisiana,0.9162
22103,St. Tammany Parish,Louisiana,0.3105
22105,Tangipahoa Parish,Louisiana,0.8885
22107,Tensas Parish,Louisiana,0.8366
22109,Terrebonne Parish,Louisiana,0.8952
22111,Union Parish,Louisiana,0.808
22113,Vermilion Parish,Louisiana,0.8201
22115,Vernon Parish,Louisiana,0.7433
22117,Washington Parish,Louisiana,0.9962
22119,Webster Parish,Louisiana,0.879
22121,West Baton Rouge Parish,Louisiana,0.7611
22123,West Carroll Parish,Louisiana,0.6685
22125,West Feliciana Parish,Louisiana,0.6901
22127,Winn Parish,Louisiana,0.7755
23001,Androscoggin County,Maine,0.5567
23003,Aroostook County,Maine,0.5946
23005,Cumberland County,Maine,0.1363
23007,Franklin County,Maine,0.215
23009,Hancock County,Maine,0.193
23011,Kennebec County,Maine,0.3787
23013,Knox County,Maine,0.1475
23015,Lincoln County,Maine,0.1143
23017,Oxford County,Maine,0.3726
23019,Penobscot County,Maine,0.4532
23021,Piscataquis County,Maine,0.4898
23023,Sagadahoc County,Maine,0.0522
23025,Somerset County,Maine,0.622
23027,Waldo County,Maine,0.2197
23029,Washington County,Maine,0.6439
23031,York County,Maine,0.0936
24001,Allegany County,Maryland,0.621
24003,Anne Arundel County,Maryland,0.1783
24005,Baltimore County,Maryland,0.3818
24510,Baltimore City,Maryland,0.8312
24009,Calvert County,Maryland,0.0471
24011,Caroline County,Maryland,0.5535
24013,Carroll County,Maryland,0.0404
24015,Cecil County,Maryland,0.2933
24017,Charles County,Maryland,0.1723
24019,Dorchester County,Maryland,0.7506
24021,Frederick County,Maryland,0.1589
24023,Garrett County,Maryland,0.1812
24025,Harford County,Maryland,0.0933
24027,Howard County,Maryland,0.1306
24029,Kent County,Maryland,0.4277
24031,Montgomery County,Maryland,0.3255
24033,Prince George&#39;s County,Maryland,0.6261
24035,Queen Anne&#39;s County,Maryland,0.022
24039,Somerset County,Maryland,0.8978
24037,St. Mary&#39;s County,Maryland,0.2086
24041,Talbot County,Maryland,0.1331
24043,Washington County,Maryland,0.614
24045,Wicomico County,Maryland,0.7739
24047,Worcester County,Maryland,0.2803
25001,Barnstable County,Massachusetts,0.0564
25003,Berkshire County,Massachusetts,0.4083
25005,Bristol County,Massachusetts,0.5248
25007,Dukes County,Massachusetts,0.0096
25009,Essex County,Massachusetts,0.508
25011,Franklin County,Massachusetts,0.2096
25013,Hampden County,Massachusetts,0.8232
25015,Hampshire County,Massachusetts,0.2325
25017,Middlesex County,Massachusetts,0.2264
25019,Nantucket County,Massachusetts,0.0268
25021,Norfolk County,Massachusetts,0.2092
25023,Plymouth County,Massachusetts,0.2303
25025,Suffolk County,Massachusetts,0.7379
25027,Worcester County,Massachusetts,0.4096
26001,Alcona County,Michigan,0.2557
26003,Alger County,Michigan,0.4481
26005,Allegan County,Michigan,0.1758
26007,Alpena County,Michigan,0.3408
26009,Antrim County,Michigan,0.1156
26011,Arenac County,Michigan,0.5054
26013,Baraga County,Michigan,0.6599
26015,Barry County,Michigan,0.0869
26017,Bay County,Michigan,0.4404
26019,Benzie County,Michigan,0.1051
26021,Berrien County,Michigan,0.6475
26023,Branch County,Michigan,0.6315
26025,Calhoun County,Michigan,0.7242
26027,Cass County,Michigan,0.328
26029,Charlevoix County,Michigan,0.0968
26031,Cheboygan County,Michigan,0.286
26033,Chippewa County,Michigan,0.7245
26035,Clare County,Michigan,0.772
26037,Clinton County,Michigan,0.0401
26039,Crawford County,Michigan,0.3697
26041,Delta County,Michigan,0.3545
26043,Dickinson County,Michigan,0.2296
26045,Eaton County,Michigan,0.3131
26047,Emmet County,Michigan,0.1357
26049,Genesee County,Michigan,0.6624
26051,Gladwin County,Michigan,0.5398
26053,Gogebic County,Michigan,0.4038
26055,Grand Traverse County,Michigan,0.1803
26057,Gratiot County,Michigan,0.6035
26059,Hillsdale County,Michigan,0.5019
26061,Houghton County,Michigan,0.4962
26063,Huron County,Michigan,0.2745
26065,Ingham County,Michigan,0.5742
26067,Ionia County,Michigan,0.478
26069,Iosco County,Michigan,0.4494
26071,Iron County,Michigan,0.2825
26073,Isabella County,Michigan,0.6016
26075,Jackson County,Michigan,0.5506
26077,Kalamazoo County,Michigan,0.407
26079,Kalkaska County,Michigan,0.5083
26081,Kent County,Michigan,0.4761
26083,Keweenaw County,Michigan,0.0787
26085,Lake County,Michigan,0.7818
26087,Lapeer County,Michigan,0.2382
26089,Leelanau County,Michigan,0.0245
26091,Lenawee County,Michigan,0.4076
26093,Livingston County,Michigan,0.0067
26095,Luce County,Michigan,0.5338
26097,Mackinac County,Michigan,0.6452
26099,Macomb County,Michigan,0.3296
26101,Manistee County,Michigan,0.3997
26103,Marquette County,Michigan,0.3057
26105,Mason County,Michigan,0.3376
26107,Mecosta County,Michigan,0.5975
26109,Menominee County,Michigan,0.2764
26111,Midland County,Michigan,0.1618
26113,Missaukee County,Michigan,0.4755
26115,Monroe County,Michigan,0.1494
26117,Montcalm County,Michigan,0.6127
26119,Montmorency County,Michigan,0.3729
26121,Muskegon County,Michigan,0.7035
26123,Newaygo County,Michigan,0.6318
26125,Oakland County,Michigan,0.114
26127,Oceana County,Michigan,0.858
26129,Ogemaw County,Michigan,0.6258
26131,Ontonagon County,Michigan,0.2732
26133,Osceola County,Michigan,0.7401
26135,Oscoda County,Michigan,0.6694
26137,Otsego County,Michigan,0.3694
26139,Ottawa County,Michigan,0.2172
26141,Presque Isle County,Michigan,0.2761
26143,Roscommon County,Michigan,0.4627
26145,Saginaw County,Michigan,0.7048
26151,Sanilac County,Michigan,0.4834
26153,Schoolcraft County,Michigan,0.5452
26155,Shiawassee County,Michigan,0.1325
26147,St. Clair County,Michigan,0.279
26149,St. Joseph County,Michigan,0.6516
26157,Tuscola County,Michigan,0.3959
26159,Van Buren County,Michigan,0.6589
26161,Washtenaw County,Michigan,0.2236
26163,Wayne County,Michigan,0.8723
26165,Wexford County,Michigan,0.5035
27001,Aitkin County,Minnesota,0.3083
27003,Anoka County,Minnesota,0.1404
27005,Becker County,Minnesota,0.299
27007,Beltrami County,Minnesota,0.7771
27009,Benton County,Minnesota,0.4318
27011,Big Stone County,Minnesota,0.2006
27013,Blue Earth County,Minnesota,0.2838
27015,Brown County,Minnesota,0.1274
27017,Carlton County,Minnesota,0.2666
27019,Carver County,Minnesota,0.0124
27021,Cass County,Minnesota,0.35
27023,Chippewa County,Minnesota,0.3522
27025,Chisago County,Minnesota,0.0592
27027,Clay County,Minnesota,0.2217
27029,Clearwater County,Minnesota,0.7917
27031,Cook County,Minnesota,0.2029
27033,Cottonwood County,Minnesota,0.4726
27035,Crow Wing County,Minnesota,0.1223
27037,Dakota County,Minnesota,0.1207
27039,Dodge County,Minnesota,0.0573
27041,Douglas County,Minnesota,0.0446
27043,Faribault County,Minnesota,0.157
27045,Fillmore County,Minnesota,0.2169
27047,Freeborn County,Minnesota,0.4328
27049,Goodhue County,Minnesota,0.1707
27051,Grant County,Minnesota,0.0946
27053,Hennepin County,Minnesota,0.3092
27055,Houston County,Minnesota,0.0185
27057,Hubbard County,Minnesota,0.2051
27059,Isanti County,Minnesota,0.1022
27061,Itasca County,Minnesota,0.3293
27063,Jackson County,Minnesota,0.0306
27065,Kanabec County,Minnesota,0.2841
27067,Kandiyohi County,Minnesota,0.4064
27069,Kittson County,Minnesota,0.0997
27071,Koochiching County,Minnesota,0.4366
27073,Lac Qui Parle County,Minnesota,0.1006
27075,Lake County,Minnesota,0.1102
27077,Lake Of The Woods County,Minnesota,0.1576
27079,Le Sueur County,Minnesota,0.1146
27081,Lincoln County,Minnesota,0.0666
27083,Lyon County,Minnesota,0.4532
27087,Mahnomen County,Minnesota,0.8717
27089,Marshall County,Minnesota,0.1411
27091,Martin County,Minnesota,0.1933
27085,Mcleod County,Minnesota,0.1261
27093,Meeker County,Minnesota,0.1869
27095,Mille Lacs County,Minnesota,0.5917
27097,Morrison County,Minnesota,0.2682
27099,Mower County,Minnesota,0.6283
27101,Murray County,Minnesota,0.1064
27103,Nicollet County,Minnesota,0.2513
27105,Nobles County,Minnesota,0.815
27107,Norman County,Minnesota,0.3248
27109,Olmsted County,Minnesota,0.2599
27111,Otter Tail County,Minnesota,0.2099
27113,Pennington County,Minnesota,0.3016
27115,Pine County,Minnesota,0.4631
27117,Pipestone County,Minnesota,0.4646
27119,Polk County,Minnesota,0.3669
27121,Pope County,Minnesota,0.0315
27123,Ramsey County,Minnesota,0.6334
27125,Red Lake County,Minnesota,0.1525
27127,Redwood County,Minnesota,0.2293
27129,Renville County,Minnesota,0.1968
27131,Rice County,Minnesota,0.393
27133,Rock County,Minnesota,0.1532
27135,Roseau County,Minnesota,0.2478
27139,Scott County,Minnesota,0.1108
27141,Sherburne County,Minnesota,0.0885
27143,Sibley County,Minnesota,0.1315
27137,St. Louis County,Minnesota,0.3118
27145,Stearns County,Minnesota,0.3885
27147,Steele County,Minnesota,0.3013
27149,Stevens County,Minnesota,0.2258
27151,Swift County,Minnesota,0.3213
27153,Todd County,Minnesota,0.4812
27155,Traverse County,Minnesota,0.2602
27157,Wabasha County,Minnesota,0.0589
27159,Wadena County,Minnesota,0.6554
27161,Waseca County,Minnesota,0.2503
27163,Washington County,Minnesota,0.0682
27165,Watonwan County,Minnesota,0.5191
27167,Wilkin County,Minnesota,0.1924
27169,Winona County,Minnesota,0.2115
27171,Wright County,Minnesota,0.0462
27173,Yellow Medicine County,Minnesota,0.3344
28001,Adams County,Mississippi,0.9914
28003,Alcorn County,Mississippi,0.6955
28005,Amite County,Mississippi,0.8191
28007,Attala County,Mississippi,0.9844
28009,Benton County,Mississippi,0.6605
28011,Bolivar County,Mississippi,0.9675
28013,Calhoun County,Mississippi,0.965
28015,Carroll County,Mississippi,0.6303
28017,Chickasaw County,Mississippi,0.9143
28019,Choctaw County,Mississippi,0.8541
28021,Claiborne County,Mississippi,0.992
28023,Clarke County,Mississippi,0.6669
28025,Clay County,Mississippi,0.7054
28027,Coahoma County,Mississippi,0.9322
28029,Copiah County,Mississippi,0.9411
28031,Covington County,Mississippi,0.7879
28033,Desoto County,Mississippi,0.3032
28035,Forrest County,Mississippi,0.9366
28037,Franklin County,Mississippi,0.5717
28039,George County,Mississippi,0.6137
28041,Greene County,Mississippi,0.6067
28043,Grenada County,Mississippi,0.8771
28045,Hancock County,Mississippi,0.5924
28047,Harrison County,Mississippi,0.8838
28049,Hinds County,Mississippi,0.8742
28051,Holmes County,Mississippi,0.9818
28053,Humphreys County,Mississippi,0.9369
28055,Issaquena County,Mississippi,0.951
28057,Itawamba County,Mississippi,0.5487
28059,Jackson County,Mississippi,0.5433
28061,Jasper County,Mississippi,0.7691
28063,Jefferson County,Mississippi,0.9637
28065,Jefferson Davis County,Mississippi,0.8439
28067,Jones County,Mississippi,0.892
28069,Kemper County,Mississippi,0.9274
28071,Lafayette County,Mississippi,0.5096
28073,Lamar County,Mississippi,0.5306
28075,Lauderdale County,Mississippi,0.9283
28077,Lawrence County,Mississippi,0.6634
