No Health Insurance-Percent; NaturalBreaks
Data downloaded on 20-August-2025
County_FIPS,County,State,Newly Diagnosed Diabetes-2019-Rate per 1000,No Health Insurance-2017-2021-Percentage
05107,Phillips County,Arkansas,16.6,8.8
51067,Franklin County,Virginia,7.2,8.8
54099,Wayne County,West Virginia,11.6,8.9
54025,Greenbrier County,West Virginia,9.9,8.9
55081,Monroe County,Wisconsin,5.8,8.9
51009,Amherst County,Virginia,10.5,8.9
55007,Bayfield County,Wisconsin,4.4,8.9
51063,Floyd County,Virginia,4.2,8.9
46065,Hughes County,South Dakota,6.8,8.9
18083,Knox County,Indiana,12.1,8.9
22065,Madison Parish,Louisiana,23.4,8.9
18177,Wayne County,Indiana,9.2,8.9
21103,Henry County,Kentucky,4.8,8.9
18101,Martin County,Indiana,8.3,8.9
18157,Tippecanoe County,Indiana,7.9,8.9
20031,Coffey County,Kansas,5.8,8.9
22015,Bossier Parish,Louisiana,9.3,8.9
05059,Hot Spring County,Arkansas,6.7,8.9
18169,Wabash County,Indiana,8.5,8.9
08101,Pueblo County,Colorado,7,8.9
51069,Frederick County,Virginia,5.7,8.9
08043,Fremont County,Colorado,7.7,8.9
51730,Petersburg City,Virginia,19.4,9
51181,Surry County,Virginia,12.8,9
53027,Grays Harbor County,Washington,11.6,9
55091,Pepin County,Wisconsin,5.9,9
54101,Webster County,West Virginia,14.5,9
51173,Smyth County,Virginia,11.6,9
54063,Monroe County,West Virginia,12.6,9
51073,Gloucester County,Virginia,8.1,9
49045,Tooele County,Utah,9.8,9
53013,Columbia County,Washington,8.3,9
51141,Patrick County,Virginia,6.4,9
39121,Noble County,Ohio,6,9
55047,Green Lake County,Wisconsin,6.3,9
22127,Winn Parish,Louisiana,12.7,9
38039,Griggs County,North Dakota,8.4,9
39127,Perry County,Ohio,7.1,9
51510,Alexandria City,Virginia,5.9,9
31055,Douglas County,Nebraska,8.5,9
38037,Grant County,North Dakota,14.2,9
30063,Missoula County,Montana,4.7,9
39073,Hocking County,Ohio,9.4,9
17139,Moultrie County,Illinois,7.9,9
31017,Brown County,Nebraska,10.5,9
23003,Aroostook County,Maine,10.7,9
31113,Logan County,Nebraska,5.8,9
23009,Hancock County,Maine,5.6,9
20053,Ellsworth County,Kansas,10.8,9
16057,Latah County,Idaho,6.3,9
18015,Carroll County,Indiana,8.8,9
21087,Green County,Kentucky,7.4,9
26149,St. Joseph County,Michigan,12.6,9
06049,Modoc County,California,5.9,9
18167,Vigo County,Indiana,10.1,9
18135,Randolph County,Indiana,9.8,9
18095,Madison County,Indiana,13.7,9
06029,Kern County,California,9.6,9
18013,Brown County,Indiana,7.2,9
51163,Rockbridge County,Virginia,10.4,9
18109,Morgan County,Indiana,18.4,9
51053,Dinwiddie County,Virginia,10.1,9.1
51760,Richmond City,Virginia,11.2,9.1
39019,Carroll County,Ohio,8.8,9.1
38089,Stark County,North Dakota,5.1,9.1
38103,Wells County,North Dakota,7.1,9.1
39015,Brown County,Ohio,10.2,9.1
24011,Caroline County,Maryland,11.7,9.1
42055,Franklin County,Pennsylvania,8.9,9.1
39155,Trumbull County,Ohio,8.8,9.1
18143,Scott County,Indiana,11.1,9.1
22117,Washington Parish,Louisiana,13.3,9.1
35043,Sandoval County,New Mexico,5.9,9.1
23015,Lincoln County,Maine,5.7,9.1
21105,Hickman County,Kentucky,10.1,9.1
18149,Starke County,Indiana,15.2,9.1
22013,Bienville Parish,Louisiana,12.9,9.1
20005,Atchison County,Kansas,7.6,9.1
20197,Wabaunsee County,Kansas,9.5,9.1
16005,Bannock County,Idaho,9,9.1
05099,Nevada County,Arkansas,22.3,9.1
22055,Lafayette Parish,Louisiana,10.3,9.1
53041,Lewis County,Washington,10.2,9.2
51147,Prince Edward County,Virginia,14.5,9.2
55113,Sawyer County,Wisconsin,9.6,9.2
48263,Kent County,Texas,5.8,9.2
51079,Greene County,Virginia,7.5,9.2
54013,Calhoun County,West Virginia,8.4,9.2
42099,Perry County,Pennsylvania,11.9,9.2
42113,Sullivan County,Pennsylvania,7.3,9.2
39049,Franklin County,Ohio,9.3,9.2
39047,Fayette County,Ohio,10.7,9.2
37183,Wake County,North Carolina,7,9.2
54109,Wyoming County,West Virginia,11.5,9.2
51185,Tazewell County,Virginia,8.9,9.2
41031,Jefferson County,Oregon,10.6,9.2
22099,St. Martin Parish,Louisiana,10.5,9.2
16007,Bear Lake County,Idaho,8.6,9.2
08073,Lincoln County,Colorado,6,9.2
30093,Silver Bow County,Montana,9.8,9.2
21233,Webster County,Kentucky,6.8,9.2
31001,Adams County,Nebraska,9.4,9.2
22057,Lafourche Parish,Louisiana,13.5,9.2
17191,Wayne County,Illinois,5.4,9.2
22029,Concordia Parish,Louisiana,15.1,9.2
27029,Clearwater County,Minnesota,7.6,9.2
06065,Riverside County,California,7.7,9.2
05055,Greene County,Arkansas,12,9.2
18131,Pulaski County,Indiana,7.2,9.2
05081,Little River County,Arkansas,6.3,9.2
19127,Marshall County,Iowa,8.5,9.2
20017,Chase County,Kansas,5.7,9.2
51083,Halifax County,Virginia,13.9,9.3
51051,Dickenson County,Virginia,9.1,9.3
51710,Norfolk City,Virginia,9.4,9.3
54087,Roane County,West Virginia,12.6,9.3
54015,Clay County,West Virginia,9.9,9.3
41037,Lake County,Oregon,7.6,9.3
39067,Harrison County,Ohio,8.6,9.3
51595,Emporia City,Virginia,15.9,9.3
41023,Grant County,Oregon,7.6,9.3
42109,Snyder County,Pennsylvania,11.4,9.3
39005,Ashland County,Ohio,9.3,9.3
39115,Morgan County,Ohio,5.7,9.3
39029,Columbiana County,Ohio,11,9.3
22067,Morehouse Parish,Louisiana,9.4,9.3
27087,Mahnomen County,Minnesota,14.8,9.3
31147,Richardson County,Nebraska,8.2,9.3
22043,Grant Parish,Louisiana,11.5,9.3
23021,Piscataquis County,Maine,8.2,9.3
20113,Mcpherson County,Kansas,8.6,9.3
26127,Oceana County,Michigan,12.5,9.3
18089,Lake County,Indiana,11,9.3
18125,Pike County,Indiana,10.5,9.3
22011,Beauregard Parish,Louisiana,11.8,9.3
01089,Madison County,Alabama,9.4,9.3
05031,Craighead County,Arkansas,12.7,9.3
51049,Cumberland County,Virginia,6.7,9.4
55125,Vilas County,Wisconsin,8.3,9.4
51077,Grayson County,Virginia,8.5,9.4
42087,Mifflin County,Pennsylvania,11.2,9.4
38007,Billings County,North Dakota,6.4,9.4
39139,Richland County,Ohio,9.7,9.4
38087,Slope County,North Dakota,9.1,9.4
51187,Warren County,Virginia,8.8,9.4
13113,Fayette County,Georgia,7.3,9.4
18139,Rush County,Indiana,9.5,9.4
41041,Lincoln County,Oregon,8.3,9.4
30021,Dawson County,Montana,10.2,9.4
20027,Clay County,Kansas,11.8,9.4
16055,Kootenai County,Idaho,7.6,9.4
22031,De Soto Parish,Louisiana,13.5,9.4
20117,Marshall County,Kansas,7.3,9.4
20143,Ottawa County,Kansas,10.7,9.4
08027,Custer County,Colorado,6,9.4
51171,Shenandoah County,Virginia,8.7,9.5
51097,King And Queen County,Virginia,8.5,9.5
51195,Wise County,Virginia,15.6,9.5
51109,Louisa County,Virginia,9.4,9.5
46107,Potter County,South Dakota,10.6,9.5
49007,Carbon County,Utah,8.8,9.5
39001,Adams County,Ohio,11.5,9.5
41035,Klamath County,Oregon,7.2,9.5
31107,Knox County,Nebraska,7.5,9.5
30083,Richland County,Montana,8,9.5
31083,Harlan County,Nebraska,8.6,9.5
31073,Gosper County,Nebraska,6.7,9.5
06071,San Bernardino County,California,8.3,9.5
22081,Red River Parish,Louisiana,14.6,9.5
22077,Pointe Coupee Parish,Louisiana,13.5,9.5
30043,Jefferson County,Montana,7.1,9.5
05083,Logan County,Arkansas,10.7,9.5
18055,Greene County,Indiana,11.3,9.5
05045,Faulkner County,Arkansas,10.5,9.5
05025,Cleveland County,Arkansas,15,9.5
51153,Prince William County,Virginia,8.3,9.6
54007,Braxton County,West Virginia,7.9,9.6
51770,Roanoke City,Virginia,11.4,9.6
53019,Ferry County,Washington,11.6,9.6
51105,Lee County,Virginia,13.7,9.6
47189,Wilson County,Tennessee,10.8,9.6
31069,Garden County,Nebraska,6.1,9.6
47125,Montgomery County,Tennessee,14.4,9.6
31077,Greeley County,Nebraska,5.7,9.6
31045,Dawes County,Nebraska,6.9,9.6
31141,Platte County,Nebraska,8,9.6
31053,Dodge County,Nebraska,7.8,9.6
29037,Cass County,Missouri,5.9,9.6
36081,Queens County,New York,10.2,9.6
22087,St. Bernard Parish,Louisiana,12.1,9.6
30111,Yellowstone County,Montana,7.1,9.6
41059,Umatilla County,Oregon,9.3,9.6
20147,Phillips County,Kansas,6.3,9.6
05043,Drew County,Arkansas,11.8,9.6
05103,Ouachita County,Arkansas,13.8,9.6
20061,Geary County,Kansas,9.8,9.6
06111,Ventura County,California,5.8,9.6
05067,Jackson County,Arkansas,16.2,9.6
51143,Pittsylvania County,Virginia,10.8,9.7
49005,Cache County,Utah,7.1,9.7
38097,Traill County,North Dakota,9.3,9.7
49015,Emery County,Utah,10.5,9.7
46093,Meade County,South Dakota,6.6,9.7
39111,Monroe County,Ohio,7.8,9.7
41047,Marion County,Oregon,9.8,9.7
46021,Campbell County,South Dakota,4.4,9.7
29099,Jefferson County,Missouri,8.2,9.7
31175,Valley County,Nebraska,5.6,9.7
22111,Union Parish,Louisiana,8.9,9.7
30067,Park County,Montana,3.5,9.7
22079,Rapides Parish,Louisiana,13.3,9.7
20043,Doniphan County,Kansas,11.3,9.7
22105,Tangipahoa Parish,Louisiana,11.6,9.7
13117,Forsyth County,Georgia,8.7,9.7
22059,Lasalle Parish,Louisiana,9.4,9.7
21031,Butler County,Kentucky,7.1,9.7
22061,Lincoln Parish,Louisiana,8.3,9.7
22049,Jackson Parish,Louisiana,11.5,9.7
12109,St. Johns County,Florida,6.7,9.7
22075,Plaquemines Parish,Louisiana,7.7,9.7
06047,Merced County,California,8.8,9.7
06045,Mendocino County,California,8,9.7
13219,Oconee County,Georgia,8.5,9.7
05101,Newton County,Arkansas,10,9.7
51047,Culpeper County,Virginia,12.1,9.8
55065,Lafayette County,Wisconsin,7.5,9.8
55123,Vernon County,Wisconsin,4.6,9.8
51089,Henry County,Virginia,15.6,9.8
54059,Mingo County,West Virginia,16.6,9.8
41065,Wasco County,Oregon,7.5,9.8
39009,Athens County,Ohio,9.5,9.8
47149,Rutherford County,Tennessee,11.5,9.8
31103,Keya Paha County,Nebraska,8.2,9.8
51135,Nottoway County,Virginia,13,9.8
20087,Jefferson County,Kansas,9.5,9.8
20137,Norton County,Kansas,10.6,9.8
22027,Claiborne Parish,Louisiana,32.9,9.8
22001,Acadia Parish,Louisiana,10.6,9.8
18003,Allen County,Indiana,9,9.8
08017,Cheyenne County,Colorado,6,9.8
05049,Fulton County,Arkansas,11.5,9.8
08005,Arapahoe County,Colorado,5.9,9.8
16019,Bonneville County,Idaho,9,9.8
05093,Mississippi County,Arkansas,13.1,9.8
05105,Perry County,Arkansas,12.7,9.8
51630,Fredericksburg City,Virginia,7.7,9.9
54075,Pocahontas County,West Virginia,8.5,9.9
54071,Pendleton County,West Virginia,8.5,9.9
46089,Mcpherson County,South Dakota,7,9.9
35017,Grant County,New Mexico,4.9,9.9
38027,Eddy County,North Dakota,10.1,9.9
49051,Wasatch County,Utah,5.4,9.9
39065,Hardin County,Ohio,10.6,9.9
38077,Richland County,North Dakota,6.3,9.9
34001,Atlantic County,New Jersey,No Data,9.9
38101,Ward County,North Dakota,7.6,9.9
39117,Morrow County,Ohio,9.8,9.9
39059,Guernsey County,Ohio,10.6,9.9
29151,Osage County,Missouri,7.1,9.9
31129,Nuckolls County,Nebraska,5,9.9
20183,Smith County,Kansas,8.4,9.9
22113,Vermilion Parish,Louisiana,8.9,9.9
18175,Washington County,Indiana,6.2,9.9
30095,Stillwater County,Montana,6.8,9.9
20145,Pawnee County,Kansas,9.8,9.9
13145,Harris County,Georgia,15.1,9.9
18161,Union County,Indiana,5.7,9.9
01125,Tuscaloosa County,Alabama,9.8,9.9
22053,Jefferson Davis Parish,Louisiana,9.5,9.9
51025,Brunswick County,Virginia,9,10
51113,Madison County,Virginia,6.8,10
51139,Page County,Virginia,8.1,10
51820,Waynesboro City,Virginia,10.2,10
49003,Box Elder County,Utah,7.9,10
54085,Ritchie County,West Virginia,7.7,10
38031,Foster County,North Dakota,7.4,10
51193,Westmoreland County,Virginia,9.5,10
53009,Clallam County,Washington,7.2,10
47167,Tipton County,Tennessee,20.4,10
45079,Richland County,South Carolina,8.1,10
31065,Furnas County,Nebraska,7.4,10
31119,Madison County,Nebraska,5.8,10
37135,Orange County,North Carolina,6.4,10
31021,Burt County,Nebraska,7,10
31035,Clay County,Nebraska,8.1,10
08079,Mineral County,Colorado,5.4,10
18155,Switzerland County,Indiana,13.1,10
18117,Orange County,Indiana,14.4,10
20157,Republic County,Kansas,9.1,10
18097,Marion County,Indiana,10.6,10
05065,Izard County,Arkansas,13.4,10
22009,Avoyelles Parish,Louisiana,15.3,10
01001,Autauga County,Alabama,8.2,10
46117,Stanley County,South Dakota,5.3,10.1
38009,Bottineau County,North Dakota,5.3,10.1
47119,Maury County,Tennessee,13.3,10.1
45091,York County,South Carolina,8.5,10.1
38043,Kidder County,North Dakota,3.3,10.1
31101,Keith County,Nebraska,6.9,10.1
26135,Oscoda County,Michigan,6.5,10.1
38055,Mclean County,North Dakota,8.7,10.1
12125,Union County,Florida,9.8,10.1
20051,Ellis County,Kansas,5.4,10.1
20025,Clark County,Kansas,3.8,10.1
16069,Nez Perce County,Idaho,10,10.1
16023,Butte County,Idaho,5.9,10.1
17031,Cook County,Illinois,8.1,10.1
20059,Franklin County,Kansas,7,10.1
20161,Riley County,Kansas,5.7,10.1
05035,Crittenden County,Arkansas,15.2,10.1
06083,Santa Barbara County,California,6.1,10.1
08121,Washington County,Colorado,7,10.1
06037,Los Angeles County,California,7.5,10.1
05027,Columbia County,Arkansas,13.4,10.1
54031,Hardy County,West Virginia,5.8,10.2
51011,Appomattox County,Virginia,8.6,10.2
53069,Wahkiakum County,Washington,9.6,10.2
54093,Tucker County,West Virginia,8.9,10.2
46073,Jerauld County,South Dakota,9.6,10.2
20095,Kingman County,Kansas,6.9,10.2
32005,Douglas County,Nevada,6.2,10.2
30019,Daniels County,Montana,6.1,10.2
31157,Scotts Bluff County,Nebraska,9.2,10.2
22083,Richland Parish,Louisiana,13,10.2
35003,Catron County,New Mexico,7.5,10.2
30077,Powell County,Montana,5.6,10.2
38071,Ramsey County,North Dakota,8.1,10.2
20033,Comanche County,Kansas,5.5,10.2
05039,Dallas County,Arkansas,15.9,10.2
05147,Woodruff County,Arkansas,13.8,10.2
08107,Routt County,Colorado,5.2,10.2
08015,Chaffee County,Colorado,3.2,10.2
16029,Caribou County,Idaho,11.1,10.2
20133,Neosho County,Kansas,8.4,10.2
51117,Mecklenburg County,Virginia,13,10.3
51037,Charlotte County,Virginia,21.8,10.3
55041,Forest County,Wisconsin,8.2,10.3
46039,Deuel County,South Dakota,4.9,10.3
47093,Knox County,Tennessee,11.6,10.3
51159,Richmond County,Virginia,7.2,10.3
38075,Renville County,North Dakota,3.3,10.3
54047,Mcdowell County,West Virginia,15.6,10.3
39105,Meigs County,Ohio,12.5,10.3
37179,Union County,North Carolina,10.2,10.3
30045,Judith Basin County,Montana,7.1,10.3
20085,Jackson County,Kansas,8.7,10.3
22045,Iberia Parish,Louisiana,12.6,10.3
17017,Cass County,Illinois,4.5,10.3
22097,St. Landry Parish,Louisiana,10.8,10.3
22101,St. Mary Parish,Louisiana,12.2,10.3
08123,Weld County,Colorado,6.3,10.3
08103,Rio Blanco County,Colorado,3.3,10.3
05047,Franklin County,Arkansas,14,10.3
31003,Antelope County,Nebraska,8.5,10.3
06107,Tulare County,California,9.9,10.3
01073,Jefferson County,Alabama,11,10.3
05079,Lincoln County,Arkansas,8.8,10.3
51057,Essex County,Virginia,19.9,10.4
45039,Fairfield County,South Carolina,15.3,10.4
39071,Highland County,Ohio,9.6,10.4
46045,Edmunds County,South Dakota,4,10.4
30097,Sweet Grass County,Montana,5.2,10.4
20177,Shawnee County,Kansas,9.1,10.4
29051,Cole County,Missouri,11.6,10.4
31039,Cuming County,Nebraska,6.6,10.4
05019,Clark County,Arkansas,13.3,10.4
05029,Conway County,Arkansas,11.4,10.4
56019,Johnson County,Wyoming,4.1,10.5
53049,Pacific County,Washington,10.4,10.5
51029,Buckingham County,Virginia,6.8,10.5
46035,Davison County,South Dakota,7.6,10.5
29147,Nodaway County,Missouri,8.1,10.5
22021,Caldwell Parish,Louisiana,10.9,10.5
35047,San Miguel County,New Mexico,7.8,10.5
20191,Sumner County,Kansas,9.3,10.5
20139,Osage County,Kansas,9.9,10.5
22039,Evangeline Parish,Louisiana,15.3,10.5
20199,Wallace County,Kansas,6.7,10.5
05075,Lawrence County,Arkansas,7.7,10.5
05091,Miller County,Arkansas,13.2,10.5
16035,Clearwater County,Idaho,10.4,10.5
05139,Union County,Arkansas,9.9,10.5
05127,Scott County,Arkansas,13.4,10.5
04011,Greenlee County,Arizona,9.4,10.5
05017,Chicot County,Arkansas,9.8,10.5
47165,Sumner County,Tennessee,11.2,10.6
53039,Klickitat County,Washington,7.1,10.6
47169,Trousdale County,Tennessee,8.5,10.6
38051,Mcintosh County,North Dakota,8.3,10.6
45019,Charleston County,South Carolina,7.3,10.6
46079,Lake County,South Dakota,6.6,10.6
47127,Moore County,Tennessee,6.2,10.6
30013,Cascade County,Montana,8,10.6
39157,Tuscarawas County,Ohio,7.4,10.6
38063,Nelson County,North Dakota,10.7,10.6
39055,Geauga County,Ohio,7.1,10.6
36123,Yates County,New York,12.2,10.6
18071,Jackson County,Indiana,10.9,10.6
32033,White Pine County,Nevada,15.1,10.6
23029,Washington County,Maine,7.5,10.6
16071,Oneida County,Idaho,7.1,10.6
20159,Rice County,Kansas,9.5,10.6
06051,Mono County,California,6.8,10.6
13121,Fulton County,Georgia,7.5,10.6
13073,Columbia County,Georgia,9.9,10.6
18049,Fulton County,Indiana,6.9,10.6
01115,St. Clair County,Alabama,10.9,10.6
51133,Northumberland County,Virginia,8.6,10.7
46013,Brown County,South Dakota,8.6,10.7
49057,Weber County,Utah,8.5,10.7
45015,Berkeley County,South Carolina,11,10.7
53045,Mason County,Washington,9.3,10.7
47147,Robertson County,Tennessee,12.5,10.7
49023,Juab County,Utah,8.6,10.7
30017,Custer County,Montana,10.1,10.7
30011,Carter County,Montana,4.2,10.7
29003,Andrew County,Missouri,5.3,10.7
38033,Golden Valley County,North Dakota,6.4,10.7
37133,Onslow County,North Carolina,9.3,10.7
30105,Valley County,Montana,10,10.7
27165,Watonwan County,Minnesota,5.7,10.7
29053,Cooper County,Missouri,5,10.7
05119,Pulaski County,Arkansas,9.1,10.7
05009,Boone County,Arkansas,8.6,10.7
05005,Baxter County,Arkansas,6.8,10.7
22007,Assumption Parish,Louisiana,11.9,10.7
06039,Madera County,California,11.9,10.7
01033,Colbert County,Alabama,10,10.7
47055,Giles County,Tennessee,10,10.8
38013,Burke County,North Dakota,9.3,10.8
30029,Flathead County,Montana,4.3,10.8
47145,Roane County,Tennessee,11.6,10.8
24033,Prince George&#39;s County,Maryland,10,10.8
37025,Cabarrus County,North Carolina,10.1,10.8
35007,Colfax County,New Mexico,7.2,10.8
31051,Dixon County,Nebraska,7,10.8
29186,Ste. Genevieve County,Missouri,6.6,10.8
01085,Lowndes County,Alabama,17.8,10.8
20045,Douglas County,Kansas,6.1,10.8
22051,Jefferson Parish,Louisiana,10.4,10.8
08089,Otero County,Colorado,8.3,10.8
01047,Dallas County,Alabama,16.9,10.8
20165,Rush County,Kansas,6.3,10.8
08049,Grand County,Colorado,4,10.8
18025,Crawford County,Indiana,8.3,10.8
48085,Collin County,Texas,7.6,10.9
46029,Codington County,South Dakota,8,10.9
46125,Turner County,South Dakota,9.1,10.9
42067,Juniata County,Pennsylvania,9.5,10.9
39007,Ashtabula County,Ohio,9.4,10.9
46099,Minnehaha County,South Dakota,7.2,10.9
41045,Malheur County,Oregon,10.3,10.9
29173,Ralls County,Missouri,4.6,10.9
22107,Tensas Parish,Louisiana,9.4,10.9
28089,Madison County,Mississippi,7.8,10.9
08071,Las Animas County,Colorado,8,10.9
22041,Franklin Parish,Louisiana,13.2,10.9
35051,Sierra County,New Mexico,6.5,10.9
20205,Wilson County,Kansas,10.7,10.9
20037,Crawford County,Kansas,6.3,10.9
08031,Denver County,Colorado,5.3,10.9
51027,Buchanan County,Virginia,9.8,11
51091,Highland County,Virginia,5,11
47017,Carroll County,Tennessee,10.7,11
49035,Salt Lake County,Utah,7.4,11
51157,Rappahannock County,Virginia,10.2,11
47113,Madison County,Tennessee,13.1,11
31123,Morrill County,Nebraska,10.9,11
49021,Iron County,Utah,6.9,11
29019,Boone County,Missouri,5.7,11
47073,Hawkins County,Tennessee,10.5,11
29101,Johnson County,Missouri,7.5,11
30091,Sheridan County,Montana,8.4,11
08067,La Plata County,Colorado,4.9,11
20099,Labette County,Kansas,11.4,11
20073,Greenwood County,Kansas,11,11
20011,Bourbon County,Kansas,10.7,11
20141,Osborne County,Kansas,9.1,11
08077,Mesa County,Colorado,5.4,11
05129,Searcy County,Arkansas,12.9,11
01003,Baldwin County,Alabama,6.4,11
51840,Winchester City,Virginia,8.1,11.1
53055,San Juan County,Washington,3.7,11.1
51007,Amelia County,Virginia,7.7,11.1
38067,Pembina County,North Dakota,9.1,11.1
31143,Polk County,Nebraska,4.7,11.1
46075,Jones County,South Dakota,6.5,11.1
37129,New Hanover County,North Carolina,6.8,11.1
20181,Sherman County,Kansas,5.4,11.1
29175,Randolph County,Missouri,9.3,11.1
37073,Gates County,North Carolina,12.9,11.1
38073,Ransom County,North Dakota,11.3,11.1
31173,Thurston County,Nebraska,15.6,11.1
22091,St. Helena Parish,Louisiana,8.9,11.1
35035,Otero County,New Mexico,6.2,11.1
35021,Harding County,New Mexico,4.7,11.1
22085,Sabine Parish,Louisiana,11.7,11.1
20123,Mitchell County,Kansas,9,11.1
22123,West Carroll Parish,Louisiana,11.7,11.1
20115,Marion County,Kansas,10.3,11.1
16059,Lemhi County,Idaho,7.8,11.1
12019,Clay County,Florida,11.2,11.1
05021,Clay County,Arkansas,8.7,11.1
20105,Lincoln County,Kansas,6.2,11.1
18085,Kosciusko County,Indiana,9.1,11.1
02100,Haines Borough,Alaska,6.4,11.1
08021,Conejos County,Colorado,9.4,11.1
05095,Monroe County,Arkansas,13.1,11.1
45085,Sumter County,South Carolina,12.6,11.2
38029,Emmons County,North Dakota,10.3,11.2
39163,Vinton County,Ohio,12.4,11.2
37065,Edgecombe County,North Carolina,19.6,11.2
30027,Fergus County,Montana,5.2,11.2
31013,Box Butte County,Nebraska,6.8,11.2
32007,Elko County,Nevada,7.9,11.2
37139,Pasquotank County,North Carolina,13.9,11.2
30055,Mccone County,Montana,5.4,11.2
29063,Dekalb County,Missouri,7.3,11.2
37051,Cumberland County,North Carolina,11.9,11.2
22109,Terrebonne Parish,Louisiana,12.4,11.2
08075,Logan County,Colorado,7.5,11.2
34011,Cumberland County,New Jersey,No Data,11.2
01091,Marengo County,Alabama,15.4,11.2
31135,Perkins County,Nebraska,5.4,11.2
31133,Pawnee County,Nebraska,5.2,11.2
20169,Saline County,Kansas,8.4,11.2
20125,Montgomery County,Kansas,11.7,11.2
20041,Dickinson County,Kansas,7,11.2
16051,Jefferson County,Idaho,6.7,11.2
22025,Catahoula Parish,Louisiana,8.1,11.2
30023,Deer Lodge County,Montana,9.5,11.2
12089,Nassau County,Florida,8.1,11.2
16079,Shoshone County,Idaho,11.5,11.2
18017,Cass County,Indiana,7.8,11.2
05023,Cleburne County,Arkansas,5.9,11.2
01063,Greene County,Alabama,18.9,11.2
45063,Lexington County,South Carolina,8.7,11.3
42071,Lancaster County,Pennsylvania,11.3,11.3
51103,Lancaster County,Virginia,14.1,11.3
46105,Perkins County,South Dakota,6,11.3
47009,Blount County,Tennessee,9.3,11.3
46135,Yankton County,South Dakota,6,11.3
30009,Carbon County,Montana,6.2,11.3
37049,Craven County,North Carolina,10.8,11.3
08081,Moffat County,Colorado,8.4,11.3
01083,Limestone County,Alabama,6.8,11.3
30109,Wibaux County,Montana,9,11.3
05121,Randolph County,Arkansas,11.6,11.3
18181,White County,Indiana,13.3,11.3
20167,Russell County,Kansas,5.6,11.3
01113,Russell County,Alabama,15,11.3
05089,Marion County,Arkansas,8.6,11.3
12073,Leon County,Florida,7.7,11.3
02110,Juneau City and Borough,Alaska,6.8,11.3
16041,Franklin County,Idaho,5.3,11.3
51165,Rockingham County,Virginia,7.4,11.3
18119,Owen County,Indiana,12.5,11.3
47163,Sullivan County,Tennessee,11.1,11.4
51119,Middlesex County,Virginia,9.8,11.4
46055,Haakon County,South Dakota,8.9,11.4
47059,Greene County,Tennessee,15.6,11.4
49039,Sanpete County,Utah,7.8,11.4
31085,Hayes County,Nebraska,7.5,11.4
28033,Desoto County,Mississippi,12.9,11.4
21219,Todd County,Kentucky,11,11.4
32021,Mineral County,Nevada,11,11.4
20001,Allen County,Kansas,12.1,11.4
20193,Thomas County,Kansas,10.5,11.4
01007,Bibb County,Alabama,9.3,11.4
05041,Desha County,Arkansas,7.9,11.4
20063,Gove County,Kansas,6.7,11.4
05135,Sharp County,Arkansas,15.6,11.4
01037,Coosa County,Alabama,7.9,11.4
47047,Fayette County,Tennessee,14.8,11.5
47043,Dickson County,Tennessee,7.3,11.5
45035,Dorchester County,South Carolina,9.1,11.5
46069,Hyde County,South Dakota,10.2,11.5
45041,Florence County,South Carolina,13,11.5
20021,Cherokee County,Kansas,10.5,11.5
34017,Hudson County,New Jersey,No Data,11.5
35037,Quay County,New Mexico,8.1,11.5
19047,Crawford County,Iowa,5.7,11.5
20079,Harvey County,Kansas,6.7,11.5
13223,Paulding County,Georgia,10.6,11.5
19021,Buena Vista County,Iowa,6,11.5
20035,Cowley County,Kansas,9.6,11.5
20155,Reno County,Kansas,10.8,11.5
30001,Beaverhead County,Montana,5.4,11.5
01045,Dale County,Alabama,14.2,11.5
02020,Anchorage Municipality,Alaska,7,11.5
05007,Benton County,Arkansas,7.1,11.5
05003,Ashley County,Arkansas,13,11.5
18007,Benton County,Indiana,4.4,11.5
17041,Douglas County,Illinois,15.4,11.5
16015,Boise County,Idaho,7,11.5
01121,Talladega County,Alabama,10.5,11.5
01035,Conecuh County,Alabama,12.3,11.5
05145,White County,Arkansas,12.7,11.5
51035,Carroll County,Virginia,9.2,11.6
51125,Nelson County,Virginia,8.2,11.6
46111,Sanborn County,South Dakota,13.4,11.6
47089,Jefferson County,Tennessee,10.8,11.6
47115,Marion County,Tennessee,12.8,11.6
47067,Hancock County,Tennessee,9.8,11.6
29127,Marion County,Missouri,8.9,11.6
29031,Cape Girardeau County,Missouri,7.7,11.6
29027,Callaway County,Missouri,10.2,11.6
29043,Christian County,Missouri,6.8,11.6
32027,Pershing County,Nevada,8.3,11.6
29049,Clinton County,Missouri,6.8,11.6
29169,Pulaski County,Missouri,7.3,11.6
20003,Anderson County,Kansas,5.8,11.6
05117,Prairie County,Arkansas,9.4,11.6
26097,Mackinac County,Michigan,9.4,11.6
06011,Colusa County,California,8.9,11.6
16017,Bonner County,Idaho,6.5,11.6
06021,Glenn County,California,7.9,11.6
05063,Independence County,Arkansas,8.1,11.6
47045,Dyer County,Tennessee,12,11.7
51111,Lunenburg County,Virginia,17.5,11.7
38005,Benson County,North Dakota,15.6,11.7
34039,Union County,New Jersey,No Data,11.7
30007,Broadwater County,Montana,5.5,11.7
38001,Adams County,North Dakota,5.1,11.7
34013,Essex County,New Jersey,No Data,11.7
37131,Northampton County,North Carolina,9.8,11.7
29219,Warren County,Missouri,9.4,11.7
35001,Bernalillo County,New Mexico,5.1,11.7
