County_FIPS,County,State,Asian-2022-obesity%
17085,Jo Daviess County,Illinois,0.52
27057,Hubbard County,Minnesota,0.52
5055,Greene County,Arkansas,0.52
5049,Fulton County,Arkansas,0.52
5137,Stone County,Arkansas,0.52
5081,Little River County,Arkansas,0.52
4001,Apache County,Arizona,0.52
5023,Cleburne County,Arkansas,0.52
18125,Pike County,Indiana,0.52
16043,Fremont County,Idaho,0.52
26053,Gogebic County,Michigan,0.52
55083,Oconto County,Wisconsin,0.52
56023,Lincoln County,Wyoming,0.53
55119,Taylor County,Wisconsin,0.53
55053,Jackson County,Wisconsin,0.53
51063,Floyd County,Virginia,0.53
38031,Foster County,North Dakota,0.53
47153,Sequatchie County,Tennessee,0.53
40003,Alfalfa County,Oklahoma,0.53
29025,Caldwell County,Missouri,0.53
39143,Sandusky County,Ohio,0.53
40141,Tillman County,Oklahoma,0.53
37073,Gates County,North Carolina,0.53
26155,Shiawassee County,Michigan,0.53
38059,Morton County,North Dakota,0.53
46063,Harding County,South Dakota,0.53
40051,Grady County,Oklahoma,0.53
29067,Douglas County,Missouri,0.53
40095,Marshall County,Oklahoma,0.53
18033,Dekalb County,Indiana,0.53
29049,Clinton County,Missouri,0.53
36121,Wyoming County,New York,0.53
23007,Franklin County,Maine,0.53
28085,Lincoln County,Mississippi,0.53
18045,Fountain County,Indiana,0.53
12029,Dixie County,Florida,0.53
1049,Dekalb County,Alabama,0.53
12077,Liberty County,Florida,0.53
17047,Edwards County,Illinois,0.53
21033,Caldwell County,Kentucky,0.53
28057,Itawamba County,Mississippi,0.53
5053,Grant County,Arkansas,0.53
5099,Nevada County,Arkansas,0.53
8033,Dolores County,Colorado,0.53
22009,Avoyelles Parish,Louisiana,0.53
18171,Warren County,Indiana,0.53
51017,Bath County,Virginia,0.54
42023,Cameron County,Pennsylvania,0.54
48185,Grimes County,Texas,0.54
55067,Langlade County,Wisconsin,0.54
46123,Tripp County,South Dakota,0.54
51097,King And Queen County,Virginia,0.54
47021,Cheatham County,Tennessee,0.54
39051,Fulton County,Ohio,0.54
39039,Defiance County,Ohio,0.54
18183,Whitley County,Indiana,0.54
29131,Miller County,Missouri,0.54
42021,Cambria County,Pennsylvania,0.54
29171,Putnam County,Missouri,0.54
39119,Muskingum County,Ohio,0.54
39013,Belmont County,Ohio,0.54
26071,Iron County,Michigan,0.54
22039,Evangeline Parish,Louisiana,0.54
38047,Logan County,North Dakota,0.54
23025,Somerset County,Maine,0.54
19029,Cass County,Iowa,0.54
18113,Noble County,Indiana,0.54
21017,Bourbon County,Kentucky,0.54
1057,Fayette County,Alabama,0.54
18023,Clinton County,Indiana,0.54
1039,Covington County,Alabama,0.54
21011,Bath County,Kentucky,0.54
17135,Montgomery County,Illinois,0.54
16051,Jefferson County,Idaho,0.54
12037,Franklin County,Florida,0.54
51175,Southampton County,Virginia,0.55
51067,Franklin County,Virginia,0.55
47055,Giles County,Tennessee,0.55
47029,Cocke County,Tennessee,0.55
42099,Perry County,Pennsylvania,0.55
42117,Tioga County,Pennsylvania,0.55
45029,Colleton County,South Carolina,0.55
46015,Brule County,South Dakota,0.55
48123,Dewitt County,Texas,0.55
40113,Osage County,Oklahoma,0.55
28131,Stone County,Mississippi,0.55
20185,Stafford County,Kansas,0.55
19001,Adair County,Iowa,0.55
30057,Madison County,Montana,0.55
28053,Humphreys County,Mississippi,0.55
26007,Alpena County,Michigan,0.55
20043,Doniphan County,Kansas,0.55
20205,Wilson County,Kansas,0.55
17101,Lawrence County,Illinois,0.55
17181,Union County,Illinois,0.55
13181,Lincoln County,Georgia,0.55
1111,Randolph County,Alabama,0.55
13283,Treutlen County,Georgia,0.55
13149,Heard County,Georgia,0.55
18013,Brown County,Indiana,0.55
5093,Mississippi County,Arkansas,0.55
18111,Newton County,Indiana,0.55
48351,Newton County,Texas,0.56
48403,Sabine County,Texas,0.56
50019,Orleans County,Vermont,0.56
56013,Fremont County,Wyoming,0.56
48323,Maverick County,Texas,0.56
51143,Pittsylvania County,Virginia,0.56
42105,Potter County,Pennsylvania,0.56
47073,Hawkins County,Tennessee,0.56
29059,Dallas County,Missouri,0.56
22067,Morehouse Parish,Louisiana,0.56
27075,Lake County,Minnesota,0.56
31083,Harlan County,Nebraska,0.56
30089,Sanders County,Montana,0.56
36033,Franklin County,New York,0.56
22035,East Carroll Parish,Louisiana,0.56
21147,Mccreary County,Kentucky,0.56
21143,Lyon County,Kentucky,0.56
26041,Delta County,Michigan,0.56
29103,Knox County,Missouri,0.56
26057,Gratiot County,Michigan,0.56
18119,Owen County,Indiana,0.56
16053,Jerome County,Idaho,0.56
1047,Dallas County,Alabama,0.56
5011,Bradley County,Arkansas,0.56
20059,Franklin County,Kansas,0.56
5103,Ouachita County,Arkansas,0.56
1123,Tallapoosa County,Alabama,0.56
45023,Chester County,South Carolina,0.56
51135,Nottoway County,Virginia,0.57
51181,Surry County,Virginia,0.57
51049,Cumberland County,Virginia,0.57
55019,Clark County,Wisconsin,0.57
48191,Hall County,Texas,0.57
51021,Bland County,Virginia,0.57
54009,Brooke County,West Virginia,0.57
37197,Yadkin County,North Carolina,0.57
48131,Duval County,Texas,0.57
49015,Emery County,Utah,0.57
42087,Mifflin County,Pennsylvania,0.57
40127,Pushmataha County,Oklahoma,0.57
47185,White County,Tennessee,0.57
46105,Perkins County,South Dakota,0.57
39081,Jefferson County,Ohio,0.57
54051,Marshall County,West Virginia,0.57
40105,Nowata County,Oklahoma,0.57
39107,Mercer County,Ohio,0.57
29139,Montgomery County,Missouri,0.57
37115,Madison County,North Carolina,0.57
22119,Webster Parish,Louisiana,0.57
40081,Lincoln County,Oklahoma,0.57
17127,Massac County,Illinois,0.57
17131,Mercer County,Illinois,0.57
21223,Trimble County,Kentucky,0.57
40045,Ellis County,Oklahoma,0.57
17053,Ford County,Illinois,0.57
29071,Franklin County,Missouri,0.57
27005,Becker County,Minnesota,0.57
29229,Wright County,Missouri,0.57
36017,Chenango County,New York,0.57
21179,Nelson County,Kentucky,0.57
21105,Hickman County,Kentucky,0.57
13243,Randolph County,Georgia,0.57
17075,Iroquois County,Illinois,0.57
5067,Jackson County,Arkansas,0.57
22053,Jefferson Davis Parish,Louisiana,0.57
55061,Kewaunee County,Wisconsin,0.58
48171,Gillespie County,Texas,0.58
55085,Oneida County,Wisconsin,0.58
51119,Middlesex County,Virginia,0.58
47159,Smith County,Tennessee,0.58
47049,Fentress County,Tennessee,0.58
48407,San Jacinto County,Texas,0.58
38077,Richland County,North Dakota,0.58
42131,Wyoming County,Pennsylvania,0.58
31091,Hooker County,Nebraska,0.58
40049,Garvin County,Oklahoma,0.58
29107,Lafayette County,Missouri,0.58
31029,Chase County,Nebraska,0.58
20077,Harper County,Kansas,0.58
20053,Ellsworth County,Kansas,0.58
1087,Macon County,Alabama,0.58
18169,Wabash County,Indiana,0.58
28001,Adams County,Mississippi,0.58
16037,Custer County,Idaho,0.58
1105,Perry County,Alabama,0.58
27111,Otter Tail County,Minnesota,0.58
17147,Piatt County,Illinois,0.58
8095,Phillips County,Colorado,0.58
5101,Newton County,Arkansas,0.58
8125,Yuma County,Colorado,0.58
19165,Shelby County,Iowa,0.58
13231,Pike County,Georgia,0.58
5029,Conway County,Arkansas,0.58
56027,Niobrara County,Wyoming,0.59
56003,Big Horn County,Wyoming,0.59
54055,Mercer County,West Virginia,0.59
55125,Vilas County,Wisconsin,0.59
48317,Martin County,Texas,0.59
51007,Amelia County,Virginia,0.59
56041,Uinta County,Wyoming,0.59
55091,Pepin County,Wisconsin,0.59
46045,Edmunds County,South Dakota,0.59
49013,Duchesne County,Utah,0.59
47123,Monroe County,Tennessee,0.59
49009,Daggett County,Utah,0.59
55075,Marinette County,Wisconsin,0.59
48413,Schleicher County,Texas,0.59
17121,Marion County,Illinois,0.59
5091,Miller County,Arkansas,0.59
26015,Barry County,Michigan,0.59
36115,Washington County,New York,0.59
29209,Stone County,Missouri,0.59
21077,Gallatin County,Kentucky,0.59
23029,Washington County,Maine,0.59
30107,Wheatland County,Montana,0.59
17071,Henderson County,Illinois,0.59
26147,St. Clair County,Michigan,0.59
18129,Posey County,Indiana,0.59
19005,Allamakee County,Iowa,0.59
19019,Buchanan County,Iowa,0.59
17165,Saline County,Illinois,0.59
19015,Boone County,Iowa,0.59
19197,Wright County,Iowa,0.59
13237,Putnam County,Georgia,0.59
13055,Chattooga County,Georgia,0.59
17133,Monroe County,Illinois,0.59
12041,Gilchrist County,Florida,0.59
1067,Henry County,Alabama,0.59
51036,Charles City County,Virginia,0.59
48467,Van Zandt County,Texas,0.6
55029,Door County,Wisconsin,0.6
50017,Orange County,Vermont,0.6
51071,Giles County,Virginia,0.6
47097,Lauderdale County,Tennessee,0.6
39155,Trumbull County,Ohio,0.6
39171,Williams County,Ohio,0.6
28147,Walthall County,Mississippi,0.6
20155,Reno County,Kansas,0.6
19027,Carroll County,Iowa,0.6
21101,Henderson County,Kentucky,0.6
19161,Sac County,Iowa,0.6
21083,Graves County,Kentucky,0.6
17193,White County,Illinois,0.6
13091,Dodge County,Georgia,0.6
19091,Humboldt County,Iowa,0.6
17145,Perry County,Illinois,0.6
20167,Russell County,Kansas,0.6
19105,Jones County,Iowa,0.6
19095,Iowa County,Iowa,0.6
22007,Assumption Parish,Louisiana,0.6
48153,Floyd County,Texas,0.61
54065,Morgan County,West Virginia,0.61
55115,Shawano County,Wisconsin,0.61
51009,Amherst County,Virginia,0.61
55137,Waushara County,Wisconsin,0.61
47079,Henry County,Tennessee,0.61
39083,Knox County,Ohio,0.61
39069,Henry County,Ohio,0.61
21001,Adair County,Kentucky,0.61
37047,Columbus County,North Carolina,0.61
51530,Buena Vista City,Virginia,0.61
46097,Miner County,South Dakota,0.61
39011,Auglaize County,Ohio,0.61
30015,Chouteau County,Montana,0.61
31127,Nemaha County,Nebraska,0.61
51191,Washington County,Virginia,0.61
47071,Hardin County,Tennessee,0.61
31089,Holt County,Nebraska,0.61
29039,Cedar County,Missouri,0.61
19011,Benton County,Iowa,0.61
20085,Jackson County,Kansas,0.61
13293,Upson County,Georgia,0.61
29111,Lewis County,Missouri,0.61
21025,Breathitt County,Kentucky,0.61
41063,Wallowa County,Oregon,0.61
30043,Jefferson County,Montana,0.61
20007,Barber County,Kansas,0.61
27155,Traverse County,Minnesota,0.61
20005,Atchison County,Kansas,0.61
29075,Gentry County,Missouri,0.61
17155,Putnam County,Illinois,0.61
8105,Rio Grande County,Colorado,0.61
22027,Claiborne Parish,Louisiana,0.61
13311,White County,Georgia,0.61
2105,Hoonah-Angoon Census Area,Alaska,0.61
20049,Elk County,Kansas,0.61
21115,Johnson County,Kentucky,0.61
51083,Halifax County,Virginia,0.62
51173,Smyth County,Virginia,0.62
51197,Wythe County,Virginia,0.62
47059,Greene County,Tennessee,0.62
56009,Converse County,Wyoming,0.62
45033,Dillon County,South Carolina,0.62
45031,Darlington County,South Carolina,0.62
39027,Clinton County,Ohio,0.62
46085,Lyman County,South Dakota,0.62
40091,Mcintosh County,Oklahoma,0.62
38097,Traill County,North Dakota,0.62
31025,Cass County,Nebraska,0.62
42039,Crawford County,Pennsylvania,0.62
48285,Lavaca County,Texas,0.62
19185,Wayne County,Iowa,0.62
23003,Aroostook County,Maine,0.62
38083,Sheridan County,North Dakota,0.62
48445,Terry County,Texas,0.62
28079,Leake County,Mississippi,0.62
20181,Sherman County,Kansas,0.62
37193,Wilkes County,North Carolina,0.62
26017,Bay County,Michigan,0.62
37013,Beaufort County,North Carolina,0.62
20115,Marion County,Kansas,0.62
19177,Van Buren County,Iowa,0.62
30083,Richland County,Montana,0.62
21019,Boyd County,Kentucky,0.62
31039,Cuming County,Nebraska,0.62
13189,Mcduffie County,Georgia,0.62
18061,Harrison County,Indiana,0.62
1071,Jackson County,Alabama,0.62
21207,Russell County,Kentucky,0.62
8027,Custer County,Colorado,0.62
17033,Crawford County,Illinois,0.62
20105,Lincoln County,Kansas,0.62
5057,Hempstead County,Arkansas,0.62
13273,Terrell County,Georgia,0.62
13033,Burke County,Georgia,0.62
19109,Kossuth County,Iowa,0.62
1121,Talladega County,Alabama,0.62
54057,Mineral County,West Virginia,0.63
48417,Shackelford County,Texas,0.63
55057,Juneau County,Wisconsin,0.63
47061,Grundy County,Tennessee,0.63
55135,Waupaca County,Wisconsin,0.63
49037,San Juan County,Utah,0.63
47005,Benton County,Tennessee,0.63
38095,Towner County,North Dakota,0.63
48287,Lee County,Texas,0.63
40103,Noble County,Oklahoma,0.63
39129,Pickaway County,Ohio,0.63
42007,Beaver County,Pennsylvania,0.63
20021,Cherokee County,Kansas,0.63
40129,Roger Mills County,Oklahoma,0.63
40121,Pittsburg County,Oklahoma,0.63
20153,Rawlins County,Kansas,0.63
40133,Seminole County,Oklahoma,0.63
28163,Yazoo County,Mississippi,0.63
17125,Mason County,Illinois,0.63
26063,Huron County,Michigan,0.63
22043,Grant Parish,Louisiana,0.63
20041,Dickinson County,Kansas,0.63
26089,Leelanau County,Michigan,0.63
29007,Audrain County,Missouri,0.63
18101,Martin County,Indiana,0.63
18009,Blackford County,Indiana,0.63
5077,Lee County,Arkansas,0.63
21195,Pike County,Kentucky,0.63
48165,Gaines County,Texas,0.63
48479,Webb County,Texas,0.64
40015,Caddo County,Oklahoma,0.64
48117,Deaf Smith County,Texas,0.64
42107,Schuylkill County,Pennsylvania,0.64
42033,Clearfield County,Pennsylvania,0.64
51159,Richmond County,Virginia,0.64
54049,Marion County,West Virginia,0.64
36097,Schuyler County,New York,0.64
39101,Marion County,Ohio,0.64
37143,Perquimans County,North Carolina,0.64
26047,Emmet County,Michigan,0.64
38019,Cavalier County,North Dakota,0.64
48333,Mills County,Texas,0.64
8079,Mineral County,Colorado,0.64
19081,Hancock County,Iowa,0.64
16071,Oneida County,Idaho,0.64
20189,Stevens County,Kansas,0.64
30001,Beaverhead County,Montana,0.64
29217,Vernon County,Missouri,0.64
22011,Beauregard Parish,Louisiana,0.64
22029,Concordia Parish,Louisiana,0.64
17157,Randolph County,Illinois,0.64
26141,Presque Isle County,Michigan,0.64
5089,Marion County,Arkansas,0.64
28123,Scott County,Mississippi,0.64
20095,Kingman County,Kansas,0.64
16077,Power County,Idaho,0.64
16049,Idaho County,Idaho,0.64
48149,Fayette County,Texas,0.65
48455,Trinity County,Texas,0.65
48189,Hale County,Texas,0.65
54107,Wood County,West Virginia,0.65
42025,Carbon County,Pennsylvania,0.65
55023,Crawford County,Wisconsin,0.65
48145,Falls County,Texas,0.65
55045,Green County,Wisconsin,0.65
49029,Morgan County,Utah,0.65
40099,Murray County,Oklahoma,0.65
48365,Panola County,Texas,0.65
30017,Custer County,Montana,0.65
28113,Pike County,Mississippi,0.65
31059,Fillmore County,Nebraska,0.65
23013,Knox County,Maine,0.65
26113,Missaukee County,Michigan,0.65
23027,Waldo County,Maine,0.65
21229,Washington County,Kentucky,0.65
36073,Orleans County,New York,0.65
13169,Jones County,Georgia,0.65
17191,Wayne County,Illinois,0.65
20193,Thomas County,Kansas,0.65
21107,Hopkins County,Kentucky,0.65
5005,Baxter County,Arkansas,0.65
20071,Greeley County,Kansas,0.65
20069,Gray County,Kansas,0.65
18051,Gibson County,Indiana,0.65
19099,Jasper County,Iowa,0.65
19131,Mitchell County,Iowa,0.65
17175,Stark County,Illinois,0.65
50015,Lamoille County,Vermont,0.66
48073,Cherokee County,Texas,0.66
48087,Collingsworth County,Texas,0.66
47117,Marshall County,Tennessee,0.66
42083,Mckean County,Pennsylvania,0.66
45043,Georgetown County,South Carolina,0.66
42109,Snyder County,Pennsylvania,0.66
33007,Coos County,New Hampshire,0.66
27045,Fillmore County,Minnesota,0.66
27071,Koochiching County,Minnesota,0.66
18181,White County,Indiana,0.66
19009,Audubon County,Iowa,0.66
35045,San Juan County,New Mexico,0.66
37079,Greene County,North Carolina,0.66
31031,Cherry County,Nebraska,0.66
28083,Leflore County,Mississippi,0.66
27017,Carlton County,Minnesota,0.66
27157,Wabasha County,Minnesota,0.66
16067,Minidoka County,Idaho,0.66
21041,Carroll County,Kentucky,0.66
18093,Lawrence County,Indiana,0.66
21089,Greenup County,Kentucky,0.66
13303,Washington County,Georgia,0.66
20163,Rooks County,Kansas,0.66
2290,Yukon-Koyukuk Census Area,Alaska,0.66
17027,Clinton County,Illinois,0.66
48457,Tyler County,Texas,0.67
48247,Jim Hogg County,Texas,0.67
48385,Real County,Texas,0.67
48255,Karnes County,Texas,0.67
40023,Choctaw County,Oklahoma,0.67
48241,Jasper County,Texas,0.67
48079,Cochran County,Texas,0.67
40149,Washita County,Oklahoma,0.67
49007,Carbon County,Utah,0.67
41023,Grant County,Oregon,0.67
36013,Chautauqua County,New York,0.67
41001,Baker County,Oregon,0.67
31185,York County,Nebraska,0.67
26029,Charlevoix County,Michigan,0.67
27041,Douglas County,Minnesota,0.67
48177,Gonzales County,Texas,0.67
17141,Ogle County,Illinois,0.67
27121,Pope County,Minnesota,0.67
37161,Rutherford County,North Carolina,0.67
28003,Alcorn County,Mississippi,0.67
12007,Bradford County,Florida,0.67
20191,Sumner County,Kansas,0.67
21125,Laurel County,Kentucky,0.67
23017,Oxford County,Maine,0.67
19195,Worth County,Iowa,0.67
19093,Ida County,Iowa,0.67
28097,Montgomery County,Mississippi,0.67
18095,Madison County,Indiana,0.67
8099,Prowers County,Colorado,0.67
48093,Comanche County,Texas,0.68
45067,Marion County,South Carolina,0.68
55069,Lincoln County,Wisconsin,0.68
48249,Jim Wells County,Texas,0.68
56017,Hot Springs County,Wyoming,0.68
48501,Yoakum County,Texas,0.68
47143,Rhea County,Tennessee,0.68
50013,Grand Isle County,Vermont,0.68
45059,Laurens County,South Carolina,0.68
48435,Sutton County,Texas,0.68
37075,Graham County,North Carolina,0.68
39135,Preble County,Ohio,0.68
36043,Herkimer County,New York,0.68
30021,Dawson County,Montana,0.68
31179,Wayne County,Nebraska,0.68
31053,Dodge County,Nebraska,0.68
22121,West Baton Rouge Parish,Louisiana,0.68
21233,Webster County,Kentucky,0.68
19183,Washington County,Iowa,0.68
26131,Ontonagon County,Michigan,0.68
19149,Plymouth County,Iowa,0.68
22003,Allen Parish,Louisiana,0.68
20145,Pawnee County,Kansas,0.68
13191,Mcintosh County,Georgia,0.68
18099,Marshall County,Indiana,0.68
13087,Decatur County,Georgia,0.68
19069,Franklin County,Iowa,0.68
55095,Polk County,Wisconsin,0.69
48481,Wharton County,Texas,0.69
48311,Mcmullen County,Texas,0.69
48237,Jack County,Texas,0.69
55005,Barron County,Wisconsin,0.69
51145,Powhatan County,Virginia,0.69
48129,Donley County,Texas,0.69
48067,Cass County,Texas,0.69
48051,Burleson County,Texas,0.69
37175,Transylvania County,North Carolina,0.69
47035,Cumberland County,Tennessee,0.69
31067,Gage County,Nebraska,0.69
40111,Okmulgee County,Oklahoma,0.69
41013,Crook County,Oregon,0.69
37117,Martin County,North Carolina,0.69
29003,Andrew County,Missouri,0.69
26121,Muskegon County,Michigan,0.69
30095,Stillwater County,Montana,0.69
29053,Cooper County,Missouri,0.69
27173,Yellow Medicine County,Minnesota,0.69
17105,Livingston County,Illinois,0.69
17065,Hamilton County,Illinois,0.69
17021,Christian County,Illinois,0.69
13307,Webster County,Georgia,0.69
13201,Miller County,Georgia,0.69
13251,Screven County,Georgia,0.69
18091,Laporte County,Indiana,0.69
19111,Lee County,Iowa,0.69
8121,Washington County,Colorado,0.69
51133,Northumberland County,Virginia,0.7
37155,Robeson County,North Carolina,0.7
42085,Mercer County,Pennsylvania,0.7
40087,Mcclain County,Oklahoma,0.7
47115,Marion County,Tennessee,0.7
37121,Mitchell County,North Carolina,0.7
30027,Fergus County,Montana,0.7
37039,Cherokee County,North Carolina,0.7
26137,Otsego County,Michigan,0.7
48175,Goliad County,Texas,0.7
35023,Hidalgo County,New Mexico,0.7
31163,Sherman County,Nebraska,0.7
26115,Monroe County,Michigan,0.7
36037,Genesee County,New York,0.7
37137,Pamlico County,North Carolina,0.7
30085,Roosevelt County,Montana,0.7
40071,Kay County,Oklahoma,0.7
37163,Sampson County,North Carolina,0.7
12129,Wakulla County,Florida,0.7
12125,Union County,Florida,0.7
37103,Jones County,North Carolina,0.7
19031,Cedar County,Iowa,0.7
17195,Whiteside County,Illinois,0.7
21167,Mercer County,Kentucky,0.7
13213,Murray County,Georgia,0.7
5133,Sevier County,Arkansas,0.7
5123,St. Francis County,Arkansas,0.7
1043,Cullman County,Alabama,0.7
18049,Fulton County,Indiana,0.7
8061,Kiowa County,Colorado,0.7
8103,Rio Blanco County,Colorado,0.7
12039,Gadsden County,Florida,0.7
55003,Ashland County,Wisconsin,0.71
45037,Edgefield County,South Carolina,0.71
48499,Wood County,Texas,0.71
47103,Lincoln County,Tennessee,0.71
38029,Emmons County,North Dakota,0.71
46065,Hughes County,South Dakota,0.71
40097,Mayes County,Oklahoma,0.71
45021,Cherokee County,South Carolina,0.71
48447,Throckmorton County,Texas,0.71
48009,Archer County,Texas,0.71
31013,Box Butte County,Nebraska,0.71
39033,Crawford County,Ohio,0.71
40013,Bryan County,Oklahoma,0.71
31101,Keith County,Nebraska,0.71
1103,Morgan County,Alabama,0.71
29011,Barton County,Missouri,0.71
26165,Wexford County,Michigan,0.71
26087,Lapeer County,Michigan,0.71
26023,Branch County,Michigan,0.71
18069,Huntington County,Indiana,0.71
20003,Anderson County,Kansas,0.71
26159,Van Buren County,Michigan,0.71
12027,Desoto County,Florida,0.71
12107,Putnam County,Florida,0.71
26149,St. Joseph County,Michigan,0.71
19073,Greene County,Iowa,0.71
16063,Lincoln County,Idaho,0.71
17035,Cumberland County,Illinois,0.71
13199,Meriwether County,Georgia,0.71
13211,Morgan County,Georgia,0.71
13171,Lamar County,Georgia,0.71
12045,Gulf County,Florida,0.71
16079,Shoshone County,Idaho,0.71
12063,Jackson County,Florida,0.71
45025,Chesterfield County,South Carolina,0.71
5035,Crittenden County,Arkansas,0.71
48357,Ochiltree County,Texas,0.72
55027,Dodge County,Wisconsin,0.72
55099,Price County,Wisconsin,0.72
49047,Uintah County,Utah,0.72
37157,Rockingham County,North Carolina,0.72
42013,Blair County,Pennsylvania,0.72
48279,Lamb County,Texas,0.72
39175,Wyandot County,Ohio,0.72
27107,Norman County,Minnesota,0.72
47089,Jefferson County,Tennessee,0.72
48443,Terrell County,Texas,0.72
47083,Houston County,Tennessee,0.72
30037,Golden Valley County,Montana,0.72
35006,Cibola County,New Mexico,0.72
27091,Martin County,Minnesota,0.72
39055,Geauga County,Ohio,0.72
29029,Camden County,Missouri,0.72
26079,Kalkaska County,Michigan,0.72
28049,Hinds County,Mississippi,0.72
36117,Wayne County,New York,0.72
26129,Ogemaw County,Michigan,0.72
17015,Carroll County,Illinois,0.72
26143,Roscommon County,Michigan,0.72
16085,Valley County,Idaho,0.72
13229,Pierce County,Georgia,0.72
17041,Douglas County,Illinois,0.72
8063,Kit Carson County,Colorado,0.72
55129,Washburn County,Wisconsin,0.73
55001,Adams County,Wisconsin,0.73
47043,Dickson County,Tennessee,0.73
51015,Augusta County,Virginia,0.73
56005,Campbell County,Wyoming,0.73
48233,Hutchinson County,Texas,0.73
45065,Mccormick County,South Carolina,0.73
46037,Day County,South Dakota,0.73
45071,Newberry County,South Carolina,0.73
39053,Gallia County,Ohio,0.73
48019,Bandera County,Texas,0.73
21005,Anderson County,Kentucky,0.73
30009,Carbon County,Montana,0.73
13209,Montgomery County,Georgia,0.73
46059,Hand County,South Dakota,0.73
48003,Andrews County,Texas,0.73
26033,Chippewa County,Michigan,0.73
27015,Brown County,Minnesota,0.73
13161,Jeff Davis County,Georgia,0.73
21029,Bullitt County,Kentucky,0.73
20121,Miami County,Kansas,0.73
21049,Clark County,Kentucky,0.73
18047,Franklin County,Indiana,0.73
20157,Republic County,Kansas,0.73
13111,Fannin County,Georgia,0.73
1051,Elmore County,Alabama,0.73
48497,Wise County,Texas,0.74
55111,Sauk County,Wisconsin,0.74
47107,Mcminn County,Tennessee,0.74
40083,Logan County,Oklahoma,0.74
46077,Kingsbury County,South Dakota,0.74
35027,Lincoln County,New Mexico,0.74
47145,Roane County,Tennessee,0.74
28151,Washington County,Mississippi,0.74
29175,Randolph County,Missouri,0.74
35033,Mora County,New Mexico,0.74
37011,Avery County,North Carolina,0.74
28021,Claiborne County,Mississippi,0.74
13163,Jefferson County,Georgia,0.74
29105,Laclede County,Missouri,0.74
5073,Lafayette County,Arkansas,0.74
17107,Logan County,Illinois,0.74
12121,Suwannee County,Florida,0.74
4017,Navajo County,Arizona,0.74
18037,Dubois County,Indiana,0.74
17005,Bond County,Illinois,0.74
48299,Llano County,Texas,0.74
54033,Harrison County,West Virginia,0.75
54081,Raleigh County,West Virginia,0.75
51109,Louisa County,Virginia,0.75
55047,Green Lake County,Wisconsin,0.75
48253,Jones County,Texas,0.75
45049,Hampton County,South Carolina,0.75
37033,Caswell County,North Carolina,0.75
27081,Lincoln County,Minnesota,0.75
50009,Essex County,Vermont,0.75
29127,Marion County,Missouri,0.75
36011,Cayuga County,New York,0.75
29211,Sullivan County,Missouri,0.75
18179,Wells County,Indiana,0.75
8083,Montezuma County,Colorado,0.75
35059,Union County,New Mexico,0.75
35057,Torrance County,New Mexico,0.75
26039,Crawford County,Michigan,0.75
37041,Chowan County,North Carolina,0.75
22105,Tangipahoa Parish,Louisiana,0.75
16073,Owyhee County,Idaho,0.75
8111,San Juan County,Colorado,0.75
5009,Boone County,Arkansas,0.75
13107,Emanuel County,Georgia,0.75
13227,Pickens County,Georgia,0.75
1033,Colbert County,Alabama,0.75
47045,Dyer County,Tennessee,0.76
51155,Pulaski County,Virginia,0.76
39147,Seneca County,Ohio,0.76
48065,Carson County,Texas,0.76
47101,Lewis County,Tennessee,0.76
48119,Delta County,Texas,0.76
37087,Haywood County,North Carolina,0.76
42031,Clarion County,Pennsylvania,0.76
42035,Clinton County,Pennsylvania,0.76
39023,Clark County,Ohio,0.76
48059,Callahan County,Texas,0.76
48401,Rusk County,Texas,0.76
47085,Humphreys County,Tennessee,0.76
27079,Le Sueur County,Minnesota,0.76
22069,Natchitoches Parish,Louisiana,0.76
48411,San Saba County,Texas,0.76
29091,Howell County,Missouri,0.76
28039,George County,Mississippi,0.76
30003,Big Horn County,Montana,0.76
36075,Oswego County,New York,0.76
13267,Tattnall County,Georgia,0.76
5061,Howard County,Arkansas,0.76
19045,Clinton County,Iowa,0.76
51081,Greensville County,Virginia,0.77
55121,Trempealeau County,Wisconsin,0.77
48223,Hopkins County,Texas,0.77
47023,Chester County,Tennessee,0.77
42061,Huntingdon County,Pennsylvania,0.77
37173,Swain County,North Carolina,0.77
31123,Morrill County,Nebraska,0.77
46135,Yankton County,South Dakota,0.77
36031,Essex County,New York,0.77
30039,Granite County,Montana,0.77
27095,Mille Lacs County,Minnesota,0.77
31093,Howard County,Nebraska,0.77
19063,Emmet County,Iowa,0.77
39167,Washington County,Ohio,0.77
21075,Fulton County,Kentucky,0.77
37107,Lenoir County,North Carolina,0.77
36095,Schoharie County,New York,0.77
8053,Hinsdale County,Colorado,0.77
20133,Neosho County,Kansas,0.77
18109,Morgan County,Indiana,0.77
56033,Sheridan County,Wyoming,0.78
48213,Henderson County,Texas,0.78
45089,Williamsburg County,South Carolina,0.78
48437,Swisher County,Texas,0.78
42015,Bradford County,Pennsylvania,0.78
19003,Adams County,Iowa,0.78
36123,Yates County,New York,0.78
20201,Washington County,Kansas,0.78
26043,Dickinson County,Michigan,0.78
13131,Grady County,Georgia,0.78
13123,Gilmer County,Georgia,0.78
13075,Cook County,Georgia,0.78
5017,Chicot County,Arkansas,0.78
12059,Holmes County,Florida,0.78
56031,Platte County,Wyoming,0.79
38013,Burke County,North Dakota,0.79
48049,Brown County,Texas,0.79
48089,Colorado County,Texas,0.79
40153,Woodward County,Oklahoma,0.79
