County_FIPS,County,State,Asian-2022-obesity%
36019,Clinton County,New York,1.4
25007,Dukes County,Massachusetts,1.4
19125,Marion County,Iowa,1.4
4015,Mohave County,Arizona,1.4
4025,Yavapai County,Arizona,1.4
48227,Howard County,Texas,1.4
56021,Laramie County,Wyoming,1.41
40061,Haskell County,Oklahoma,1.41
28073,Lamar County,Mississippi,1.41
40047,Garfield County,Oklahoma,1.41
13031,Bulloch County,Georgia,1.41
48469,Victoria County,Texas,1.42
48183,Gregg County,Texas,1.42
45085,Sumter County,South Carolina,1.42
35013,Doña Ana County,New Mexico,1.42
51101,King William County,Virginia,1.42
35029,Luna County,New Mexico,1.42
18035,Delaware County,Indiana,1.42
31001,Adams County,Nebraska,1.42
8019,Clear Creek County,Colorado,1.42
5125,Saline County,Arkansas,1.42
21117,Kenton County,Kentucky,1.42
55101,Racine County,Wisconsin,1.43
53017,Douglas County,Washington,1.43
27027,Clay County,Minnesota,1.43
51187,Warren County,Virginia,1.43
41017,Deschutes County,Oregon,1.43
40043,Dewey County,Oklahoma,1.43
22079,Rapides Parish,Louisiana,1.43
22061,Lincoln Parish,Louisiana,1.43
18163,Vanderburgh County,Indiana,1.43
2198,Prince of Wales-Hyder Census Area,Alaska,1.43
50003,Bennington County,Vermont,1.44
40035,Craig County,Oklahoma,1.44
46103,Pennington County,South Dakota,1.44
31015,Boyd County,Nebraska,1.44
39103,Medina County,Ohio,1.44
16061,Lewis County,Idaho,1.44
10005,Sussex County,Delaware,1.44
28121,Rankin County,Mississippi,1.44
51019,Bedford County,Virginia,1.45
48451,Tom Green County,Texas,1.45
48135,Ector County,Texas,1.45
48063,Camp County,Texas,1.45
6049,Modoc County,California,1.45
1041,Crenshaw County,Alabama,1.45
48111,Dallam County,Texas,1.46
48071,Chambers County,Texas,1.46
47001,Anderson County,Tennessee,1.46
48141,El Paso County,Texas,1.46
39025,Clermont County,Ohio,1.46
36069,Ontario County,New York,1.46
29147,Nodaway County,Missouri,1.46
9015,Windham County,Connecticut,1.46
16015,Boise County,Idaho,1.46
24029,Kent County,Maryland,1.46
22005,Ascension Parish,Louisiana,1.46
53001,Adams County,Washington,1.47
46093,Meade County,South Dakota,1.47
51790,Staunton City,Virginia,1.47
42079,Luzerne County,Pennsylvania,1.47
20057,Ford County,Kansas,1.47
12087,Monroe County,Florida,1.47
8071,Las Animas County,Colorado,1.47
8023,Costilla County,Colorado,1.47
51043,Clarke County,Virginia,1.48
46081,Lawrence County,South Dakota,1.48
31047,Dawson County,Nebraska,1.48
18031,Decatur County,Indiana,1.48
29051,Cole County,Missouri,1.48
8025,Crowley County,Colorado,1.48
55017,Chippewa County,Wisconsin,1.49
51670,Hopewell City,Virginia,1.49
48281,Lampasas County,Texas,1.49
37139,Pasquotank County,North Carolina,1.49
22017,Caddo Parish,Louisiana,1.49
23031,York County,Maine,1.49
13197,Marion County,Georgia,1.49
13305,Wayne County,Georgia,1.49
13027,Brooks County,Georgia,1.49
13223,Paulding County,Georgia,1.49
13277,Tift County,Georgia,1.49
51740,Portsmouth City,Virginia,1.5
56045,Weston County,Wyoming,1.5
31019,Buffalo County,Nebraska,1.5
39093,Lorain County,Ohio,1.5
1013,Butler County,Alabama,1.5
24015,Cecil County,Maryland,1.5
20177,Shawnee County,Kansas,1.5
18127,Porter County,Indiana,1.5
45051,Horry County,South Carolina,1.51
45013,Beaufort County,South Carolina,1.51
48125,Dickens County,Texas,1.51
37021,Buncombe County,North Carolina,1.51
20051,Ellis County,Kansas,1.51
21113,Jessamine County,Kentucky,1.51
47141,Putnam County,Tennessee,1.52
40039,Custer County,Oklahoma,1.52
27067,Kandiyohi County,Minnesota,1.52
32027,Pershing County,Nevada,1.52
21047,Christian County,Kentucky,1.52
48181,Grayson County,Texas,1.53
39097,Madison County,Ohio,1.53
12015,Charlotte County,Florida,1.53
6033,Lake County,California,1.53
17007,Boone County,Illinois,1.53
24041,Talbot County,Maryland,1.54
48371,Pecos County,Texas,1.54
4027,Yuma County,Arizona,1.54
29021,Buchanan County,Missouri,1.55
22101,St. Mary Parish,Louisiana,1.55
41041,Lincoln County,Oregon,1.55
20025,Clark County,Kansas,1.55
13047,Catoosa County,Georgia,1.55
13193,Macon County,Georgia,1.55
18085,Kosciusko County,Indiana,1.55
37129,New Hanover County,North Carolina,1.56
20103,Leavenworth County,Kansas,1.56
22019,Calcasieu Parish,Louisiana,1.56
12053,Hernando County,Florida,1.56
8037,Eagle County,Colorado,1.56
8011,Bent County,Colorado,1.57
36015,Chemung County,New York,1.58
34011,Cumberland County,New Jersey,1.58
16065,Madison County,Idaho,1.58
12055,Highlands County,Florida,1.58
20129,Morton County,Kansas,1.58
19067,Floyd County,Iowa,1.58
53045,Mason County,Washington,1.59
17163,St. Clair County,Illinois,1.59
39085,Lake County,Ohio,1.6
20015,Butler County,Kansas,1.6
22103,St. Tammany Parish,Louisiana,1.6
36101,Steuben County,New York,1.61
31129,Nuckolls County,Nebraska,1.61
6103,Tehama County,California,1.61
6109,Tuolumne County,California,1.61
12085,Martin County,Florida,1.61
37105,Lee County,North Carolina,1.62
37007,Anson County,North Carolina,1.62
13115,Floyd County,Georgia,1.62
16021,Boundary County,Idaho,1.62
48419,Shelby County,Texas,1.63
27103,Nicollet County,Minnesota,1.63
5149,Yell County,Arkansas,1.63
16083,Twin Falls County,Idaho,1.63
8003,Alamosa County,Colorado,1.63
53077,Yakima County,Washington,1.64
48231,Hunt County,Texas,1.64
46127,Union County,South Dakota,1.64
41007,Clatsop County,Oregon,1.64
12017,Citrus County,Florida,1.64
35041,Roosevelt County,New Mexico,1.65
47127,Moore County,Tennessee,1.65
29145,Newton County,Missouri,1.65
20037,Crawford County,Kansas,1.65
13061,Clay County,Georgia,1.65
53027,Grays Harbor County,Washington,1.66
53069,Wahkiakum County,Washington,1.66
20065,Graham County,Kansas,1.66
1119,Sumter County,Alabama,1.66
48091,Comal County,Texas,1.67
42103,Pike County,Pennsylvania,1.67
49027,Millard County,Utah,1.67
37151,Randolph County,North Carolina,1.67
42011,Berks County,Pennsylvania,1.67
36077,Otsego County,New York,1.67
27141,Sherburne County,Minnesota,1.67
24047,Worcester County,Maryland,1.67
12021,Collier County,Florida,1.67
13129,Gordon County,Georgia,1.67
2180,Nome Census Area,Alaska,1.67
6011,Colusa County,California,1.67
47165,Sumner County,Tennessee,1.68
48261,Kenedy County,Texas,1.68
35049,Santa Fe County,New Mexico,1.68
42133,York County,Pennsylvania,1.68
27077,Lake Of The Woods County,Minnesota,1.68
42019,Butler County,Pennsylvania,1.68
35035,Otero County,New Mexico,1.68
13009,Baldwin County,Georgia,1.68
2170,Matanuska-Susitna Borough,Alaska,1.68
5033,Crawford County,Arkansas,1.68
48259,Kendall County,Texas,1.69
49057,Weber County,Utah,1.69
38025,Dunn County,North Dakota,1.69
40057,Harmon County,Oklahoma,1.69
33005,Cheshire County,New Hampshire,1.69
45041,Florence County,South Carolina,1.7
26073,Isabella County,Michigan,1.7
21035,Calloway County,Kentucky,1.7
47179,Washington County,Tennessee,1.71
38089,Stark County,North Dakota,1.71
41027,Hood River County,Oregon,1.71
8117,Summit County,Colorado,1.71
16005,Bannock County,Idaho,1.71
13313,Whitfield County,Georgia,1.71
27149,Stevens County,Minnesota,1.71
25001,Barnstable County,Massachusetts,1.72
13007,Baker County,Georgia,1.72
12086,Miami-Dade County,Florida,1.72
18089,Lake County,Indiana,1.72
48423,Smith County,Texas,1.73
41029,Jackson County,Oregon,1.73
8047,Gilpin County,Colorado,1.73
6057,Nevada County,California,1.73
13097,Douglas County,Georgia,1.73
51820,Waynesboro City,Virginia,1.74
13039,Camden County,Georgia,1.74
26037,Clinton County,Michigan,1.74
28033,Desoto County,Mississippi,1.74
48477,Washington County,Texas,1.75
53015,Cowlitz County,Washington,1.75
37093,Hoke County,North Carolina,1.75
55078,Menominee County,Wisconsin,1.76
55131,Washington County,Wisconsin,1.76
38101,Ward County,North Dakota,1.76
29101,Johnson County,Missouri,1.76
13127,Glynn County,Georgia,1.76
1125,Tuscaloosa County,Alabama,1.76
55039,Fond Du Lac County,Wisconsin,1.77
29119,Mcdonald County,Missouri,1.77
13245,Richmond County,Georgia,1.77
12061,Indian River County,Florida,1.77
46083,Lincoln County,South Dakota,1.78
37125,Moore County,North Carolina,1.78
37123,Montgomery County,North Carolina,1.78
42119,Union County,Pennsylvania,1.78
25019,Nantucket County,Massachusetts,1.78
54037,Jefferson County,West Virginia,1.79
46129,Walworth County,South Dakota,1.79
25011,Franklin County,Massachusetts,1.79
25003,Berkshire County,Massachusetts,1.79
40065,Jackson County,Oklahoma,1.8
25023,Plymouth County,Massachusetts,1.8
27171,Wright County,Minnesota,1.8
6027,Inyo County,California,1.8
53055,San Juan County,Washington,1.81
39095,Lucas County,Ohio,1.81
37071,Gaston County,North Carolina,1.82
30031,Gallatin County,Montana,1.82
13297,Walton County,Georgia,1.82
13119,Franklin County,Georgia,1.83
13247,Rockdale County,Georgia,1.83
1031,Coffee County,Alabama,1.83
6035,Lassen County,California,1.83
53013,Columbia County,Washington,1.84
37029,Camden County,North Carolina,1.84
31119,Madison County,Nebraska,1.84
6093,Siskiyou County,California,1.84
27059,Isanti County,Minnesota,1.84
6043,Mariposa County,California,1.84
12071,Lee County,Florida,1.84
48377,Presidio County,Texas,1.85
46047,Fall River County,South Dakota,1.85
27101,Murray County,Minnesota,1.85
30087,Rosebud County,Montana,1.85
21185,Oldham County,Kentucky,1.85
6003,Alpine County,California,1.85
48433,Stonewall County,Texas,1.86
21073,Franklin County,Kentucky,1.86
48389,Reeves County,Texas,1.87
51099,King George County,Virginia,1.87
22015,Bossier Parish,Louisiana,1.87
12083,Marion County,Florida,1.87
50001,Addison County,Vermont,1.88
56039,Teton County,Wyoming,1.88
51075,Goochland County,Virginia,1.88
36045,Jefferson County,New York,1.88
40131,Rogers County,Oklahoma,1.88
22115,Vernon Parish,Louisiana,1.88
19123,Mahaska County,Iowa,1.88
53071,Walla Walla County,Washington,1.89
35009,Curry County,New Mexico,1.89
39109,Miami County,Ohio,1.9
27063,Jackson County,Minnesota,1.9
1073,Jefferson County,Alabama,1.9
51061,Fauquier County,Virginia,1.91
48309,Mclennan County,Texas,1.91
20097,Kiowa County,Kansas,1.91
51047,Culpeper County,Virginia,1.93
40041,Delaware County,Oklahoma,1.93
32019,Lyon County,Nevada,1.93
29031,Cape Girardeau County,Missouri,1.93
19157,Poweshiek County,Iowa,1.93
20035,Cowley County,Kansas,1.93
48243,Jeff Davis County,Texas,1.94
37057,Davidson County,North Carolina,1.94
40147,Washington County,Oklahoma,1.94
48007,Aransas County,Texas,1.94
13265,Taliaferro County,Georgia,1.94
2122,Kenai Peninsula Borough,Alaska,1.94
48321,Matagorda County,Texas,1.95
30063,Missoula County,Montana,1.96
55059,Kenosha County,Wisconsin,1.97
45077,Pickens County,South Carolina,1.97
37177,Tyrrell County,North Carolina,1.99
45019,Charleston County,South Carolina,1.99
1109,Pike County,Alabama,1.99
51775,Salem City,Virginia,2
55141,Wood County,Wisconsin,2.02
49049,Utah County,Utah,2.02
37167,Stanly County,North Carolina,2.02
41071,Yamhill County,Oregon,2.02
12105,Polk County,Florida,2.02
5083,Logan County,Arkansas,2.02
48257,Kaufman County,Texas,2.03
29095,Jackson County,Missouri,2.03
35043,Sandoval County,New Mexico,2.03
18017,Cass County,Indiana,2.03
6005,Amador County,California,2.03
48381,Randall County,Texas,2.04
44005,Newport County,Rhode Island,2.04
53037,Kittitas County,Washington,2.04
24009,Calvert County,Maryland,2.04
37001,Alamance County,North Carolina,2.04
42075,Lebanon County,Pennsylvania,2.05
12127,Volusia County,Florida,2.05
22055,Lafayette Parish,Louisiana,2.05
53049,Pacific County,Washington,2.06
53009,Clallam County,Washington,2.06
39173,Wood County,Ohio,2.07
12111,St. Lucie County,Florida,2.07
12115,Sarasota County,Florida,2.07
8123,Weld County,Colorado,2.07
34029,Ocean County,New Jersey,2.08
4021,Pinal County,Arizona,2.08
13185,Lowndes County,Georgia,2.08
46101,Moody County,South Dakota,2.09
22113,Vermilion Parish,Louisiana,2.09
1083,Limestone County,Alabama,2.09
51149,Prince George County,Virginia,2.1
27025,Chisago County,Minnesota,2.1
24043,Washington County,Maryland,2.1
51720,Norton City,Virginia,2.11
6025,Imperial County,California,2.11
48187,Guadalupe County,Texas,2.12
37147,Pitt County,North Carolina,2.12
39063,Hancock County,Ohio,2.12
51735,Poquoson City,Virginia,2.13
53031,Jefferson County,Washington,2.14
8017,Cheyenne County,Colorado,2.14
40145,Wagoner County,Oklahoma,2.15
1097,Mobile County,Alabama,2.15
48209,Hays County,Texas,2.16
48441,Taylor County,Texas,2.16
26021,Berrien County,Michigan,2.16
17187,Warren County,Illinois,2.16
18167,Vigo County,Indiana,2.16
48229,Hudspeth County,Texas,2.16
49043,Summit County,Utah,2.16
44009,Washington County,Rhode Island,2.17
6051,Mono County,California,2.18
38023,Divide County,North Dakota,2.19
32005,Douglas County,Nevada,2.19
9005,Litchfield County,Connecticut,2.19
13021,Bibb County,Georgia,2.19
4005,Coconino County,Arizona,2.19
6009,Calaveras County,California,2.19
27131,Rice County,Minnesota,2.2
4003,Cochise County,Arizona,2.2
2060,Bristol Bay Borough,Alaska,2.2
48485,Wichita County,Texas,2.21
48473,Waller County,Texas,2.22
36105,Sullivan County,New York,2.22
48095,Concho County,Texas,2.22
37133,Onslow County,North Carolina,2.22
13179,Liberty County,Georgia,2.22
48359,Oldham County,Texas,2.23
20169,Saline County,Kansas,2.23
19179,Wapello County,Iowa,2.23
46099,Minnehaha County,South Dakota,2.24
42049,Erie County,Pennsylvania,2.24
35053,Socorro County,New Mexico,2.24
13195,Madison County,Georgia,2.25
26111,Midland County,Michigan,2.26
16057,Latah County,Idaho,2.26
21059,Daviess County,Kentucky,2.26
21093,Hardin County,Kentucky,2.26
51800,Suffolk City,Virginia,2.27
51069,Frederick County,Virginia,2.27
41053,Polk County,Oregon,2.27
48329,Midland County,Texas,2.28
36021,Columbia County,New York,2.28
32029,Storey County,Nevada,2.28
28071,Lafayette County,Mississippi,2.28
39133,Portage County,Ohio,2.29
47065,Hamilton County,Tennessee,2.29
49011,Davis County,Utah,2.29
22087,St. Bernard Parish,Louisiana,2.3
8097,Pitkin County,Colorado,2.3
13137,Habersham County,Georgia,2.31
48355,Nueces County,Texas,2.32
51750,Radford City,Virginia,2.32
48109,Culberson County,Texas,2.32
45035,Dorchester County,South Carolina,2.32
49019,Grand County,Utah,2.32
36111,Ulster County,New York,2.32
27145,Stearns County,Minnesota,2.33
28059,Jackson County,Mississippi,2.33
51085,Hanover County,Virginia,2.34
34037,Sussex County,New Jersey,2.34
49005,Cache County,Utah,2.35
20111,Lyon County,Kansas,2.36
29077,Greene County,Missouri,2.36
32023,Nye County,Nevada,2.36
12113,Santa Rosa County,Florida,2.36
47125,Montgomery County,Tennessee,2.37
48273,Kleberg County,Texas,2.37
48099,Coryell County,Texas,2.37
17167,Sangamon County,Illinois,2.37
19087,Henry County,Iowa,2.38
33013,Merrimack County,New Hampshire,2.39
19079,Hamilton County,Iowa,2.39
17109,Mcdonough County,Illinois,2.39
1117,Shelby County,Alabama,2.39
10001,Kent County,Delaware,2.39
13029,Bryan County,Georgia,2.4
5119,Pulaski County,Arkansas,2.41
6045,Mendocino County,California,2.43
48303,Lubbock County,Texas,2.44
51079,Greene County,Virginia,2.45
12005,Bay County,Florida,2.45
12069,Lake County,Florida,2.45
51760,Richmond City,Virginia,2.46
33015,Rockingham County,New Hampshire,2.46
26061,Houghton County,Michigan,2.46
26045,Eaton County,Michigan,2.47
13285,Troup County,Georgia,2.47
45063,Lexington County,South Carolina,2.48
39113,Montgomery County,Ohio,2.48
13157,Jackson County,Georgia,2.48
8069,Larimer County,Colorado,2.48
13077,Coweta County,Georgia,2.48
47189,Wilson County,Tennessee,2.49
53063,Spokane County,Washington,2.5
36079,Putnam County,New York,2.5
24013,Carroll County,Maryland,2.51
12081,Manatee County,Florida,2.52
48043,Brewster County,Texas,2.54
20175,Seward County,Kansas,2.54
12035,Flagler County,Florida,2.54
47093,Knox County,Tennessee,2.55
13139,Hall County,Georgia,2.55
55015,Calumet County,Wisconsin,2.56
13177,Lee County,Georgia,2.56
13057,Cherokee County,Georgia,2.56
53057,Skagit County,Washington,2.56
27013,Blue Earth County,Minnesota,2.57
23005,Cumberland County,Maine,2.58
48163,Frio County,Texas,2.59
37037,Chatham County,North Carolina,2.6
53021,Franklin County,Washington,2.62
19113,Linn County,Iowa,2.62
29047,Clay County,Missouri,2.62
22045,Iberia Parish,Louisiana,2.63
21015,Boone County,Kentucky,2.63
45083,Spartanburg County,South Carolina,2.66
25005,Bristol County,Massachusetts,2.66
6105,Trinity County,California,2.66
5015,Carroll County,Arkansas,2.66
5143,Washington County,Arkansas,2.66
51650,Hampton City,Virginia,2.67
55089,Ozaukee County,Wisconsin,2.67
45057,Lancaster County,South Carolina,2.67
27127,Redwood County,Minnesota,2.69
41047,Marion County,Oregon,2.7
29009,Barry County,Missouri,2.71
1089,Madison County,Alabama,2.71
19013,Black Hawk County,Iowa,2.72
46027,Clay County,South Dakota,2.73
27169,Winona County,Minnesota,2.73
19047,Crawford County,Iowa,2.73
51840,Winchester City,Virginia,2.74
45015,Berkeley County,South Carolina,2.74
51678,Lexington City,Virginia,2.75
37051,Cumberland County,North Carolina,2.76
42089,Monroe County,Pennsylvania,2.77
12009,Brevard County,Florida,2.77
17161,Rock Island County,Illinois,2.77
51680,Lynchburg City,Virginia,2.78
37067,Forsyth County,North Carolina,2.78
29001,Adair County,Missouri,2.78
37097,Iredell County,North Carolina,2.78
42071,Lancaster County,Pennsylvania,2.78
39009,Athens County,Ohio,2.79
27135,Roseau County,Minnesota,2.79
17037,Dekalb County,Illinois,2.79
40031,Comanche County,Oklahoma,2.8
31153,Sarpy County,Nebraska,2.8
25013,Hampden County,Massachusetts,2.8
44001,Bristol County,Rhode Island,2.81
18173,Warrick County,Indiana,2.81
18141,St. Joseph County,Indiana,2.82
18071,Jackson County,Indiana,2.83
24510,Baltimore City,Maryland,2.83
32510,Carson City,Nevada,2.85
45045,Greenville County,South Carolina,2.86
16039,Elmore County,Idaho,2.86
39045,Fairfield County,Ohio,2.87
26025,Calhoun County,Michigan,2.87
19193,Woodbury County,Iowa,2.87
2230,Skagway Municipality,Alaska,2.87
28089,Madison County,Mississippi,2.89
38035,Grand Forks County,North Dakota,2.9
26077,Kalamazoo County,Michigan,2.9
26139,Ottawa County,Michigan,2.9
2164,Lake and Peninsula Borough,Alaska,2.9
51095,James City County,Virginia,2.91
28047,Harrison County,Mississippi,2.92
29165,Platte County,Missouri,2.92
55071,Manitowoc County,Wisconsin,2.93
31151,Saline County,Nebraska,2.94
17201,Winnebago County,Illinois,2.95
16001,Ada County,Idaho,2.95
13215,Muscogee County,Georgia,2.96
6039,Madera County,California,2.96
39061,Hamilton County,Ohio,2.97
2066,Copper River Census Area,Alaska,2.97
47157,Shelby County,Tennessee,2.99
2240,Southeast Fairbanks Census Area,Alaska,2.99
6021,Glenn County,California,3
5127,Scott County,Arkansas,3.01
24037,St. Mary&#39;s County,Maryland,3.02
32001,Churchill County,Nevada,3.04
45079,Richland County,South Carolina,3.05
36091,Saratoga County,New York,3.05
29169,Pulaski County,Missouri,3.06
22071,Orleans Parish,Louisiana,3.08
36083,Rensselaer County,New York,3.09
37049,Craven County,North Carolina,3.11
6023,Humboldt County,California,3.11
51177,Spotsylvania County,Virginia,3.12
35001,Bernalillo County,New Mexico,3.12
29183,St. Charles County,Missouri,3.12
12099,Palm Beach County,Florida,3.12
44003,Kent County,Rhode Island,3.15
12097,Osceola County,Florida,3.15
19163,Scott County,Iowa,3.15
39057,Greene County,Ohio,3.16
13051,Chatham County,Georgia,3.19
34041,Warren County,New Jersey,3.2
38017,Cass County,North Dakota,3.2
55033,Dunn County,Wisconsin,3.21
41039,Lane County,Oregon,3.24
48027,Bell County,Texas,3.24
55097,Portage County,Wisconsin,3.25
17111,Mchenry County,Illinois,3.25
24025,Harford County,Maryland,3.25
46011,Brookings County,South Dakota,3.26
24045,Wicomico County,Maryland,3.26
12091,Okaloosa County,Florida,3.26
36071,Orange County,New York,3.28
12019,Clay County,Florida,3.28
13153,Houston County,Georgia,3.29
40139,Texas County,Oklahoma,3.3
51770,Roanoke City,Virginia,3.31
38001,Adams County,North Dakota,3.31
9007,Middlesex County,Connecticut,3.31
8059,Jefferson County,Colorado,3.31
34015,Gloucester County,New Jersey,3.32
42095,Northampton County,Pennsylvania,3.33
28105,Oktibbeha County,Mississippi,3.34
42069,Lackawanna County,Pennsylvania,3.38
46013,Brown County,South Dakota,3.39
21111,Jefferson County,Kentucky,3.39
8041,El Paso County,Colorado,3.39
40017,Canadian County,Oklahoma,3.4
2090,Fairbanks North Star Borough,Alaska,3.4
12033,Escambia County,Florida,3.4
55139,Winnebago County,Wisconsin,3.41
51700,Newport News City,Virginia,3.41
51630,Fredericksburg City,Virginia,3.42
4019,Pima County,Arizona,3.42
20061,Geary County,Kansas,3.42
13151,Henry County,Georgia,3.45
17077,Jackson County,Illinois,3.46
53005,Benton County,Washington,3.48
48029,Bexar County,Texas,3.48
1101,Montgomery County,Alabama,3.48
12101,Pasco County,Florida,3.49
5071,Johnson County,Arkansas,3.49
31043,Dakota County,Nebraska,3.5
24017,Charles County,Maryland,3.51
6015,Del Norte County,California,3.51
6089,Shasta County,California,3.52
45091,York County,South Carolina,3.53
26081,Kent County,Michigan,3.53
20083,Hodgeman County,Kansas,3.53
2275,Wrangell City and Borough,Alaska,3.53
39035,Cuyahoga County,Ohio,3.54
22033,East Baton Rouge Parish,Louisiana,3.54
19115,Louisa County,Iowa,3.56
56001,Albany County,Wyoming,3.57
18063,Hendricks County,Indiana,3.57
29161,Phelps County,Missouri,3.58
32021,Mineral County,Nevada,3.58
38007,Billings County,North Dakota,3.63
48339,Montgomery County,Texas,3.64
51570,Colonial Heights City,Virginia,3.65
48167,Galveston County,Texas,3.65
42093,Montour County,Pennsylvania,3.65
26163,Wayne County,Michigan,3.65
54061,Monongalia County,West Virginia,3.67
55009,Brown County,Wisconsin,3.67
48397,Rockwall County,Texas,3.68
29510,St. Louis City,Missouri,3.68
13053,Chattahoochee County,Georgia,3.69
48487,Wilbarger County,Texas,3.7
40109,Oklahoma County,Oklahoma,3.71
12073,Leon County,Florida,3.71
51161,Roanoke County,Virginia,3.73
12103,Pinellas County,Florida,3.74
46121,Todd County,South Dakota,3.76
36027,Dutchess County,New York,3.79
37023,Burke County,North Carolina,3.82
27019,Carver County,Minnesota,3.83
53023,Garfield County,Washington,3.85
47037,Davidson County,Tennessee,3.87
39089,Licking County,Ohio,3.87
51041,Chesterfield County,Virginia,3.88
36055,Monroe County,New York,3.89
36067,Onondaga County,New York,3.92
48301,Loving County,Texas,3.92
55087,Outagamie County,Wisconsin,3.93
47149,Rutherford County,Tennessee,3.93
33017,Strafford County,New Hampshire,3.93
51550,Chesapeake City,Virginia,3.95
12109,St. Johns County,Florida,3.96
17093,Kendall County,Illinois,3.96
19127,Marshall County,Iowa,3.98
40143,Tulsa County,Oklahoma,4
12011,Broward County,Florida,4.01
33009,Grafton County,New Hampshire,4.02
13059,Clarke County,Georgia,4.03
27047,Freeborn County,Minnesota,4.04
51710,Norfolk City,Virginia,4.07
48245,Jefferson County,Texas,4.08
25009,Essex County,Massachusetts,4.08
42077,Lehigh County,Pennsylvania,4.09
18011,Boone County,Indiana,4.12
6107,Tulare County,California,4.16
55133,Waukesha County,Wisconsin,4.18
51179,Stafford County,Virginia,4.19
13259,Stewart County,Georgia,4.22
1081,Lee County,Alabama,4.23
6079,San Luis Obispo County,California,4.24
8031,Denver County,Colorado,4.24
13013,Barrow County,Georgia,4.25
20055,Finney County,Kansas,4.3
9011,New London County,Connecticut,4.33
24033,Prince George&#39;s County,Maryland,4.36
18097,Marion County,Indiana,4.36
17143,Peoria County,Illinois,4.37
55035,Eau Claire County,Wisconsin,4.38
40119,Payne County,Oklahoma,4.38
44007,Providence County,Rhode Island,4.4
21067,Fayette County,Kentucky,4.41
9009,New Haven County,Connecticut,4.44
6031,Kings County,California,4.46
36065,Oneida County,New York,4.48
39153,Summit County,Ohio,4.5
27033,Cottonwood County,Minnesota,4.52
31055,Douglas County,Nebraska,4.53
51660,Harrisonburg City,Virginia,4.54
42003,Allegheny County,Pennsylvania,4.54
22075,Plaquemines Parish,Louisiana,4.54
20173,Sedgwick County,Kansas,4.55
22051,Jefferson Parish,Louisiana,4.58
48341,Moore County,Texas,4.64
24003,Anne Arundel County,Maryland,4.65
13073,Columbia County,Georgia,4.65
11001,District Of Columbia,District of Columbia,4.67
39017,Butler County,Ohio,4.68
31109,Lancaster County,Nebraska,4.69
37179,Union County,North Carolina,4.69
13219,Oconee County,Georgia,4.7
8001,Adams County,Colorado,4.7
20161,Riley County,Kansas,4.72
17089,Kane County,Illinois,4.74
5131,Sebastian County,Arkansas,4.74
12057,Hillsborough County,Florida,4.75
49035,Salt Lake County,Utah,4.77
5007,Benton County,Arkansas,4.77
36103,Suffolk County,New York,4.79
36005,Bronx County,New York,4.79
36029,Erie County,New York,4.81
20045,Douglas County,Kansas,4.82
33011,Hillsborough County,New Hampshire,4.83
40027,Cleveland County,Oklahoma,4.84
55063,La Crosse County,Wisconsin,4.9
37035,Catawba County,North Carolina,4.93
50007,Chittenden County,Vermont,4.93
4013,Maricopa County,Arizona,4.95
48375,Potter County,Texas,4.96
36007,Broome County,New York,4.99
6097,Sonoma County,California,4.99
26099,Macomb County,Michigan,4.99
34019,Hunterdon County,New Jersey,5.02
29189,St. Louis County,Missouri,5.04
53073,Whatcom County,Washington,5.09
29019,Boone County,Missouri,5.15
12031,Duval County,Florida,5.15
8013,Boulder County,Colorado,5.15
13063,Clayton County,Georgia,5.17
9013,Tolland County,Connecticut,5.17
48057,Calhoun County,Texas,5.19
19153,Polk County,Iowa,5.22
17113,Mclean County,Illinois,5.23
53029,Island County,Washington,5.26
13113,Fayette County,Georgia,5.27
55079,Milwaukee County,Wisconsin,5.27
19049,Dallas County,Iowa,5.33
27083,Lyon County,Minnesota,5.34
6087,Santa Cruz County,California,5.34
6069,San Benito County,California,5.43
21227,Warren County,Kentucky,5.44
20091,Johnson County,Kansas,5.46
18003,Allen County,Indiana,5.48
12117,Seminole County,Florida,5.5
47187,Williamson County,Tennessee,5.53
6007,Butte County,California,5.53
2068,Denali Borough,Alaska,5.55
6017,El Dorado County,California,5.57
41005,Clackamas County,Oregon,5.58
36093,Schenectady County,New York,5.59
18081,Johnson County,Indiana,5.6
53011,Clark County,Washington,5.62
37081,Guilford County,North Carolina,5.65
25015,Hampshire County,Massachusetts,5.68
25027,Worcester County,Massachusetts,5.69
27037,Dakota County,Minnesota,5.7
53035,Kitsap County,Washington,5.72
20209,Wyandotte County,Kansas,5.72
42017,Bucks County,Pennsylvania,5.73
6029,Kern County,California,5.75
34025,Monmouth County,New Jersey,5.79
2185,North Slope Borough,Alaska,5.83
48041,Brazos County,Texas,5.85
51003,Albemarle County,Virginia,5.88
12095,Orange County,Florida,5.88
13067,Cobb County,Georgia,5.88
51830,Williamsburg City,Virginia,5.9
42041,Cumberland County,Pennsylvania,5.92
9001,Fairfield County,Connecticut,5.96
39049,Franklin County,Ohio,5.99
27099,Mower County,Minnesota,6.01
37063,Durham County,North Carolina,6.01
39159,Union County,Ohio,6.03
34005,Burlington County,New Jersey,6.03
27003,Anoka County,Minnesota,6.1
6083,Santa Barbara County,California,6.1
34031,Passaic County,New Jersey,6.12
48439,Tarrant County,Texas,6.19
55117,Sheboygan County,Wisconsin,6.21
34039,Union County,New Jersey,6.21
34007,Camden County,New Jersey,6.25
8035,Douglas County,Colorado,6.25
