County_FIPS,County,State,obesity-2021-Percentage,White-2022-obesity%
20087,Jefferson County,Kansas,30.9,92.29
30007,Broadwater County,Montana,27.8,92.31
39027,Clinton County,Ohio,34,92.32
27071,Koochiching County,Minnesota,25,92.32
46111,Sanborn County,South Dakota,20.4,92.34
36115,Washington County,New York,33.1,92.34
20107,Linn County,Kansas,30.5,92.34
47163,Sullivan County,Tennessee,32.1,92.35
47015,Cannon County,Tennessee,20.7,92.35
31089,Holt County,Nebraska,35.2,92.35
26061,Houghton County,Michigan,26.8,92.35
20147,Phillips County,Kansas,27.5,92.35
36053,Madison County,New York,34.7,92.36
29113,Lincoln County,Missouri,41.2,92.37
29035,Carter County,Missouri,27.9,92.37
54025,Greenbrier County,West Virginia,35.1,92.38
39025,Clermont County,Ohio,32.1,92.38
27015,Brown County,Minnesota,33.4,92.38
13083,Dade County,Georgia,25.9,92.38
29167,Polk County,Missouri,24.6,92.39
20003,Anderson County,Kansas,31.2,92.4
47185,White County,Tennessee,25.2,92.41
17135,Montgomery County,Illinois,22.2,92.41
20105,Lincoln County,Kansas,27.7,92.41
20201,Washington County,Kansas,34.3,92.42
29025,Caldwell County,Missouri,32.2,92.44
26079,Kalkaska County,Michigan,23.7,92.44
39091,Logan County,Ohio,28.8,92.45
30097,Sweet Grass County,Montana,22.1,92.46
47019,Carter County,Tennessee,31.2,92.47
29121,Macon County,Missouri,36.1,92.47
21057,Cumberland County,Kentucky,20.6,92.47
26157,Tuscola County,Michigan,31.2,92.49
29013,Bates County,Missouri,36.3,92.49
19099,Jasper County,Iowa,33.3,92.49
21051,Clay County,Kentucky,26.2,92.5
54049,Marion County,West Virginia,36.3,92.51
13227,Pickens County,Georgia,21,92.51
20141,Osborne County,Kansas,31.6,92.52
27133,Rock County,Minnesota,26.6,92.52
19065,Fayette County,Iowa,35.3,92.52
55077,Marquette County,Wisconsin,21.5,92.53
29083,Henry County,Missouri,31.7,92.55
5135,Sharp County,Arkansas,29,92.55
21029,Bullitt County,Kentucky,33.3,92.56
30067,Park County,Montana,18.7,92.57
21019,Boyd County,Kentucky,35.8,92.57
16071,Oneida County,Idaho,23.9,92.57
46097,Miner County,South Dakota,17.7,92.58
46021,Campbell County,South Dakota,17.4,92.59
21173,Montgomery County,Kentucky,36.8,92.59
21005,Anderson County,Kentucky,18.2,92.6
31135,Perkins County,Nebraska,35.1,92.61
18135,Randolph County,Indiana,24.5,92.62
18015,Carroll County,Indiana,31.8,92.62
30009,Carbon County,Montana,25.3,92.64
18151,Steuben County,Indiana,35.1,92.64
20123,Mitchell County,Kansas,32.9,92.65
39145,Scioto County,Ohio,46.5,92.66
29203,Shannon County,Missouri,31,92.66
51063,Floyd County,Virginia,20.2,92.68
19093,Ida County,Iowa,26,92.68
5009,Boone County,Arkansas,33.2,92.69
21079,Garrard County,Kentucky,17.6,92.72
21063,Elliott County,Kentucky,28,92.73
39103,Medina County,Ohio,34.4,92.73
20139,Osage County,Kansas,43.2,92.73
26015,Barry County,Michigan,31.2,92.73
21231,Wayne County,Kentucky,28,92.73
26069,Iosco County,Michigan,29.1,92.74
18149,Starke County,Indiana,30.3,92.74
16007,Bear Lake County,Idaho,30.6,92.74
19181,Warren County,Iowa,36.2,92.76
21177,Muhlenberg County,Kentucky,33.8,92.76
47121,Meigs County,Tennessee,25.1,92.77
36113,Warren County,New York,31.2,92.77
19137,Montgomery County,Iowa,29.6,92.77
20117,Marshall County,Kansas,36.6,92.78
46105,Perkins County,South Dakota,24.7,92.8
36031,Essex County,New York,30.3,92.8
55067,Langlade County,Wisconsin,31.3,92.81
29057,Dade County,Missouri,21.1,92.82
19175,Union County,Iowa,28.7,92.82
19025,Calhoun County,Iowa,31.6,92.82
18131,Pulaski County,Indiana,29.1,92.82
5089,Marion County,Arkansas,25.2,92.82
38019,Cavalier County,North Dakota,30.2,92.83
29079,Grundy County,Missouri,25.6,92.83
50003,Bennington County,Vermont,27.8,92.85
26029,Charlevoix County,Michigan,25.2,92.85
51035,Carroll County,Virginia,31.4,92.86
13291,Union County,Georgia,24,92.86
39161,Van Wert County,Ohio,39.2,92.87
18065,Henry County,Indiana,33.5,92.87
31127,Nemaha County,Nebraska,35.8,92.88
51139,Page County,Virginia,29.9,92.89
18123,Perry County,Indiana,29.8,92.89
16059,Lemhi County,Idaho,27.5,92.89
38083,Sheridan County,North Dakota,23.6,92.9
5049,Fulton County,Arkansas,22.9,92.9
19109,Kossuth County,Iowa,31.9,92.91
42129,Westmoreland County,Pennsylvania,30.6,92.92
31129,Nuckolls County,Nebraska,31.4,92.92
55093,Pierce County,Wisconsin,26,92.93
55029,Door County,Wisconsin,23,92.93
51185,Tazewell County,Virginia,34.4,92.93
50011,Franklin County,Vermont,33.5,92.93
29039,Cedar County,Missouri,27.8,92.93
29217,Vernon County,Missouri,26.1,92.93
23019,Penobscot County,Maine,35,92.93
19129,Mills County,Iowa,26.6,92.94
54029,Hancock County,West Virginia,37,92.95
47099,Lawrence County,Tennessee,34.7,92.95
26151,Sanilac County,Michigan,25.8,92.95
23021,Piscataquis County,Maine,34.9,92.96
1133,Winston County,Alabama,22.8,92.96
56011,Crook County,Wyoming,26.2,92.98
39021,Champaign County,Ohio,32.5,92.98
20143,Ottawa County,Kansas,33,92.98
31067,Gage County,Nebraska,38.3,92.99
17179,Tazewell County,Illinois,26.4,92.99
51021,Bland County,Virginia,20.1,93.01
38051,Mcintosh County,North Dakota,27.5,93.01
29049,Clinton County,Missouri,30.8,93.01
29029,Camden County,Missouri,31.2,93.02
17069,Hardin County,Illinois,17.5,93.02
19105,Jones County,Iowa,37.8,93.03
21013,Bell County,Kentucky,36.6,93.03
55017,Chippewa County,Wisconsin,29.1,93.04
19073,Greene County,Iowa,23.8,93.04
39053,Gallia County,Ohio,37.5,93.05
29003,Andrew County,Missouri,29.5,93.05
36075,Oswego County,New York,38.9,93.05
36101,Steuben County,New York,32.6,93.07
29179,Reynolds County,Missouri,27.1,93.07
29221,Washington County,Missouri,32.4,93.07
18179,Wells County,Indiana,27.5,93.08
30039,Granite County,Montana,25.5,93.09
19165,Shelby County,Iowa,29.2,93.09
23031,York County,Maine,29.7,93.1
19161,Sac County,Iowa,34.3,93.1
21171,Monroe County,Kentucky,21.7,93.1
18001,Adams County,Indiana,32.4,93.1
21027,Breckinridge County,Kentucky,30,93.12
37115,Madison County,North Carolina,23.7,93.14
42083,Mckean County,Pennsylvania,29.6,93.15
42113,Sullivan County,Pennsylvania,18.2,93.15
31063,Frontier County,Nebraska,33.3,93.16
29067,Douglas County,Missouri,31,93.16
42059,Greene County,Pennsylvania,26.8,93.17
23003,Aroostook County,Maine,38.7,93.18
42063,Indiana County,Pennsylvania,30.2,93.18
29177,Ray County,Missouri,26.6,93.18
55065,Lafayette County,Wisconsin,16.5,93.19
51027,Buchanan County,Virginia,29.7,93.19
31087,Hitchcock County,Nebraska,37.6,93.19
33005,Cheshire County,New Hampshire,30.3,93.19
29141,Morgan County,Missouri,33.9,93.2
47091,Johnson County,Tennessee,20.2,93.21
27159,Wadena County,Minnesota,32.9,93.21
55109,St. Croix County,Wisconsin,29.6,93.23
21223,Trimble County,Kentucky,22.3,93.23
17021,Christian County,Illinois,22.7,93.23
26113,Missaukee County,Michigan,28.3,93.24
21097,Harrison County,Kentucky,22,93.24
29129,Mercer County,Missouri,18.9,93.25
29059,Dallas County,Missouri,28,93.25
29149,Oregon County,Missouri,25.9,93.25
29181,Ripley County,Missouri,37.4,93.26
47027,Clay County,Tennessee,17.9,93.28
39169,Wayne County,Ohio,34.6,93.28
31041,Custer County,Nebraska,33.1,93.28
46077,Kingsbury County,South Dakota,22.5,93.29
39029,Columbiana County,Ohio,40.6,93.31
29093,Iron County,Missouri,25.8,93.31
27093,Meeker County,Minnesota,25.7,93.32
51197,Wythe County,Virginia,36.8,93.33
54057,Mineral County,West Virginia,30.2,93.34
46043,Douglas County,South Dakota,20.9,93.34
19133,Monona County,Iowa,29.8,93.34
26019,Benzie County,Michigan,21.3,93.35
20183,Smith County,Kansas,27.7,93.35
21053,Clinton County,Kentucky,25.4,93.35
29147,Nodaway County,Missouri,34.9,93.36
21031,Butler County,Kentucky,19.3,93.36
19071,Fremont County,Iowa,28.6,93.36
36043,Herkimer County,New York,32.1,93.38
31081,Hamilton County,Nebraska,37.7,93.38
21207,Russell County,Kentucky,29.8,93.38
13111,Fannin County,Georgia,22.8,93.38
26133,Osceola County,Michigan,24,93.39
26165,Wexford County,Michigan,25.6,93.39
47057,Grainger County,Tennessee,27.8,93.4
29091,Howell County,Missouri,36.9,93.4
29099,Jefferson County,Missouri,37.5,93.4
42067,Juniata County,Pennsylvania,19,93.41
39157,Tuscarawas County,Ohio,34.7,93.41
29139,Montgomery County,Missouri,39.2,93.41
17059,Gallatin County,Illinois,17.4,93.41
26071,Iron County,Michigan,18.1,93.42
46067,Hutchinson County,South Dakota,18.2,93.43
21215,Spencer County,Kentucky,20.4,93.43
46115,Spink County,South Dakota,23.6,93.44
30027,Fergus County,Montana,24.9,93.45
29065,Dent County,Missouri,27.7,93.45
19195,Worth County,Iowa,23.1,93.46
29229,Wright County,Missouri,33.3,93.46
55099,Price County,Wisconsin,27.3,93.47
29123,Madison County,Missouri,22.4,93.47
31125,Nance County,Nebraska,32.5,93.48
31115,Loup County,Nebraska,22.4,93.49
21081,Grant County,Kentucky,31.9,93.49
54033,Harrison County,West Virginia,36.4,93.5
5023,Cleburne County,Arkansas,29.3,93.5
29085,Hickory County,Missouri,17.3,93.51
29033,Carroll County,Missouri,33.9,93.52
51173,Smyth County,Virginia,33.5,93.53
29015,Benton County,Missouri,38.5,93.53
21199,Pulaski County,Kentucky,37.2,93.54
21137,Lincoln County,Kentucky,20.4,93.56
46039,Deuel County,South Dakota,35.2,93.57
55061,Kewaunee County,Wisconsin,22.4,93.58
18159,Tipton County,Indiana,30.4,93.58
26011,Arenac County,Michigan,24.4,93.58
17039,De Witt County,Illinois,17.5,93.58
31177,Washington County,Nebraska,31.2,93.59
39065,Hardin County,Ohio,34.3,93.59
55045,Green County,Wisconsin,33.7,93.6
38075,Renville County,North Dakota,21.9,93.6
31059,Fillmore County,Nebraska,34.2,93.61
19029,Cass County,Iowa,32.4,93.61
55135,Waupaca County,Wisconsin,35,93.62
30025,Fallon County,Montana,23.6,93.62
47035,Cumberland County,Tennessee,33.6,93.63
27051,Grant County,Minnesota,29.7,93.63
27073,Lac Qui Parle County,Minnesota,27.3,93.63
29209,Stone County,Missouri,30.9,93.63
20063,Gove County,Kansas,23.7,93.63
26155,Shiawassee County,Michigan,32.6,93.64
38065,Oliver County,North Dakota,23.2,93.64
17175,Stark County,Illinois,17.1,93.64
17123,Marshall County,Illinois,17.7,93.65
31015,Boyd County,Nebraska,26.1,93.68
23011,Kennebec County,Maine,33.9,93.68
26039,Crawford County,Michigan,19.2,93.7
38037,Grant County,North Dakota,29.6,93.71
5005,Baxter County,Arkansas,27.1,93.71
19015,Boone County,Iowa,31,93.72
27065,Kanabec County,Minnesota,33.5,93.73
19027,Carroll County,Iowa,30.5,93.73
18169,Wabash County,Indiana,33,93.73
55103,Richland County,Wisconsin,27.4,93.74
38091,Steele County,North Dakota,24.6,93.74
26131,Ontonagon County,Michigan,23.4,93.74
21183,Ohio County,Kentucky,29.1,93.74
50027,Windsor County,Vermont,29.4,93.75
42019,Butler County,Pennsylvania,29.7,93.75
38047,Logan County,North Dakota,24.5,93.75
21205,Rowan County,Kentucky,33.9,93.75
20195,Trego County,Kansas,24.6,93.75
42013,Blair County,Pennsylvania,26.2,93.76
31005,Arthur County,Nebraska,20.6,93.76
18087,Lagrange County,Indiana,23.4,93.76
36003,Allegany County,New York,34.8,93.77
50023,Washington County,Vermont,26,93.78
29115,Linn County,Missouri,29.6,93.78
19095,Iowa County,Iowa,39.3,93.78
19125,Marion County,Iowa,32.4,93.79
26093,Livingston County,Michigan,28.6,93.79
21139,Livingston County,Kentucky,20.9,93.79
18069,Huntington County,Indiana,32.8,93.81
21087,Green County,Kentucky,23.7,93.81
33019,Sullivan County,New Hampshire,30.8,93.82
29225,Webster County,Missouri,25.9,93.82
29223,Wayne County,Missouri,34.3,93.82
27001,Aitkin County,Minnesota,29.9,93.82
31009,Blaine County,Nebraska,18.3,93.82
17085,Jo Daviess County,Illinois,24.7,93.82
19017,Bremer County,Iowa,33.5,93.82
20163,Rooks County,Kansas,21.9,93.83
18009,Blackford County,Indiana,24.4,93.83
54063,Monroe County,West Virginia,32.5,93.85
42033,Clearfield County,Pennsylvania,29.8,93.85
50005,Caledonia County,Vermont,29.9,93.87
38049,Mchenry County,North Dakota,32,93.87
23009,Hancock County,Maine,27.4,93.87
55129,Washburn County,Wisconsin,25.5,93.88
13281,Towns County,Georgia,19.1,93.88
26059,Hillsdale County,Michigan,30.9,93.9
29125,Maries County,Missouri,27.8,93.9
54065,Morgan County,West Virginia,31,93.92
19007,Appanoose County,Iowa,28.9,93.92
18079,Jennings County,Indiana,30.9,93.92
29131,Miller County,Missouri,32.3,93.93
29153,Ozark County,Missouri,25.3,93.94
19059,Dickinson County,Iowa,32.2,93.95
21003,Allen County,Kentucky,30.2,93.95
18075,Jay County,Indiana,25,93.95
54071,Pendleton County,West Virginia,31.5,93.96
27157,Wabasha County,Minnesota,33.3,93.97
47087,Jackson County,Tennessee,21,93.98
19159,Ringgold County,Iowa,28.1,93.98
31003,Antelope County,Nebraska,29.3,93.98
18147,Spencer County,Indiana,27.8,93.98
26137,Otsego County,Michigan,24.6,94.01
27069,Kittson County,Minnesota,23.8,94.01
39067,Harrison County,Ohio,39.1,94.02
21045,Casey County,Kentucky,22.5,94.02
55023,Crawford County,Wisconsin,21.9,94.03
29185,St. Clair County,Missouri,24.9,94.03
50015,Lamoille County,Vermont,24.8,94.04
31169,Thayer County,Nebraska,32.6,94.04
23023,Sagadahoc County,Maine,26.9,94.04
54017,Doddridge County,West Virginia,25.9,94.05
38031,Foster County,North Dakota,26.1,94.05
31061,Franklin County,Nebraska,31.3,94.05
19077,Guthrie County,Iowa,28.4,94.05
30069,Petroleum County,Montana,17.4,94.08
18031,Decatur County,Indiana,33,94.08
5137,Stone County,Arkansas,34.1,94.08
36041,Hamilton County,New York,27.2,94.1
31159,Seward County,Nebraska,32.6,94.1
19119,Lyon County,Iowa,27.3,94.1
31175,Valley County,Nebraska,25.5,94.11
26043,Dickinson County,Michigan,25.9,94.11
39121,Noble County,Ohio,26.8,94.12
30051,Liberty County,Montana,30.6,94.12
29081,Harrison County,Missouri,30.9,94.12
31093,Howard County,Nebraska,33.6,94.12
31163,Sherman County,Nebraska,32.8,94.13
17131,Mercer County,Illinois,21.7,94.13
26129,Ogemaw County,Michigan,24.3,94.13
26009,Antrim County,Michigan,30.3,94.14
29157,Perry County,Missouri,29.6,94.14
31183,Wheeler County,Nebraska,20.4,94.14
26143,Roscommon County,Michigan,24.5,94.14
30055,Mccone County,Montana,25,94.15
29075,Gentry County,Missouri,27.9,94.15
55083,Oconto County,Wisconsin,26.6,94.17
18161,Union County,Indiana,20.3,94.17
5021,Clay County,Arkansas,28.1,94.17
39059,Guernsey County,Ohio,39.2,94.18
18033,Dekalb County,Indiana,29,94.19
26035,Clare County,Michigan,28.5,94.2
51071,Giles County,Virginia,23,94.21
26135,Oscoda County,Michigan,18.7,94.21
18045,Fountain County,Indiana,22.5,94.21
31011,Boone County,Nebraska,37.6,94.21
33001,Belknap County,New Hampshire,29.9,94.24
39131,Pike County,Ohio,33.4,94.25
47073,Hawkins County,Tennessee,33.9,94.25
29205,Shelby County,Missouri,25.6,94.25
29041,Chariton County,Missouri,32.8,94.25
55075,Marinette County,Wisconsin,24.6,94.26
39175,Wyandot County,Ohio,23.8,94.27
19031,Cedar County,Iowa,38.1,94.27
36017,Chenango County,New York,36.6,94.27
55107,Rusk County,Wisconsin,23.7,94.28
36107,Tioga County,New York,34.3,94.28
55049,Iowa County,Wisconsin,24.8,94.29
20157,Republic County,Kansas,30,94.29
39087,Lawrence County,Ohio,43.9,94.31
29103,Knox County,Missouri,31.1,94.31
47175,Van Buren County,Tennessee,17,94.32
19001,Adair County,Iowa,24.7,94.32
5075,Lawrence County,Arkansas,26.1,94.32
55069,Lincoln County,Wisconsin,34.8,94.33
54075,Pocahontas County,West Virginia,27.3,94.33
27035,Crow Wing County,Minnesota,29.9,94.33
50009,Essex County,Vermont,31.2,94.34
31133,Pawnee County,Nebraska,28.7,94.34
20131,Nemaha County,Kansas,31.3,94.35
21169,Metcalfe County,Kentucky,20.3,94.35
29055,Crawford County,Missouri,28.8,94.35
19191,Winneshiek County,Iowa,25.6,94.36
19003,Adams County,Iowa,24.3,94.38
47061,Grundy County,Tennessee,25.4,94.38
55043,Grant County,Wisconsin,28.6,94.39
55051,Iron County,Wisconsin,20.8,94.39
29207,Stoddard County,Missouri,37.2,94.4
18117,Orange County,Indiana,23.8,94.41
19097,Jackson County,Iowa,28.8,94.41
54107,Wood County,West Virginia,38.8,94.42
42039,Crawford County,Pennsylvania,31.5,94.43
42099,Perry County,Pennsylvania,23.6,94.44
30059,Meagher County,Montana,20.3,94.44
21149,Mclean County,Kentucky,22.7,94.44
42035,Clinton County,Pennsylvania,29.6,94.45
36097,Schuyler County,New York,31.7,94.45
38029,Emmons County,North Dakota,23.4,94.46
29186,Ste. Genevieve County,Missouri,31.5,94.46
46125,Turner County,South Dakota,26.8,94.47
42131,Wyoming County,Pennsylvania,25.6,94.47
26001,Alcona County,Michigan,18.9,94.47
18143,Scott County,Indiana,27.4,94.48
47025,Claiborne County,Tennessee,26.7,94.49
27075,Lake County,Minnesota,29.5,94.49
29171,Putnam County,Missouri,27.3,94.49
50019,Orleans County,Vermont,29.8,94.5
29071,Franklin County,Missouri,30.2,94.5
49029,Morgan County,Utah,24.3,94.51
42111,Somerset County,Pennsylvania,31.9,94.51
18183,Whitley County,Indiana,28.3,94.51
18121,Parke County,Indiana,27,94.51
33007,Coos County,New Hampshire,35.8,94.52
39033,Crawford County,Ohio,34.8,94.54
39071,Highland County,Ohio,39.5,94.54
39107,Mercer County,Ohio,30.5,94.57
27081,Lincoln County,Minnesota,21.7,94.57
19009,Audubon County,Iowa,23.1,94.57
19121,Madison County,Iowa,33.3,94.58
55085,Oneida County,Wisconsin,27.4,94.59
42109,Snyder County,Pennsylvania,31.8,94.59
26063,Huron County,Michigan,31,94.59
31155,Saunders County,Nebraska,32.7,94.6
23013,Knox County,Maine,27.1,94.6
19135,Monroe County,Iowa,24.3,94.6
21187,Owen County,Kentucky,21.2,94.63
39167,Washington County,Ohio,42.2,94.63
54001,Barbour County,West Virginia,32.6,94.65
23015,Lincoln County,Maine,24.7,94.67
47139,Polk County,Tennessee,31.2,94.68
30045,Judith Basin County,Montana,22.7,94.68
18155,Switzerland County,Indiana,21.9,94.7
21011,Bath County,Kentucky,26,94.7
20089,Jewell County,Kansas,24.5,94.72
23017,Oxford County,Maine,32.9,94.73
18061,Harrison County,Indiana,33.7,94.73
21055,Crittenden County,Kentucky,23,94.74
21201,Robertson County,Kentucky,24.2,94.75
18013,Brown County,Indiana,24.6,94.75
39005,Ashland County,Ohio,28.5,94.76
55037,Florence County,Wisconsin,26.4,94.77
36123,Yates County,New York,28.4,94.77
54079,Putnam County,West Virginia,42.5,94.78
23007,Franklin County,Maine,30.1,94.78
55095,Polk County,Wisconsin,26.3,94.79
55011,Buffalo County,Wisconsin,24.6,94.8
18109,Morgan County,Indiana,35.6,94.8
26119,Montmorency County,Michigan,21.1,94.81
21069,Fleming County,Kentucky,27.3,94.81
19117,Lucas County,Iowa,22.7,94.82
39083,Knox County,Ohio,37.5,94.84
17203,Woodford County,Illinois,20,94.84
29073,Gasconade County,Missouri,26,94.84
26141,Presque Isle County,Michigan,25.3,94.84
50021,Rutland County,Vermont,30.2,94.85
27055,Houston County,Minnesota,28.8,94.85
54083,Randolph County,West Virginia,34.5,94.87
31139,Pierce County,Nebraska,29,94.87
17159,Richland County,Illinois,17,94.87
29087,Holt County,Missouri,33.1,94.89
46059,Hand County,South Dakota,19.6,94.9
29173,Ralls County,Missouri,29.9,94.9
18021,Clay County,Indiana,34.7,94.9
30011,Carter County,Montana,22.9,94.93
27011,Big Stone County,Minnesota,27.2,94.93
39117,Morrow County,Ohio,36.3,94.94
21193,Perry County,Kentucky,37.5,94.94
47133,Overton County,Tennessee,30.9,94.95
51191,Washington County,Virginia,31.4,94.95
26051,Gladwin County,Michigan,24.7,94.95
46045,Edmunds County,South Dakota,27.4,94.96
54073,Pleasants County,West Virginia,23,94.96
17071,Henderson County,Illinois,20.7,94.96
46061,Hanson County,South Dakota,18.3,94.97
21095,Harlan County,Kentucky,38.2,94.97
19037,Chickasaw County,Iowa,32.7,94.98
29017,Bollinger County,Missouri,29,95
39055,Geauga County,Ohio,28.3,95
18171,Warren County,Indiana,21.4,95
27041,Douglas County,Minnesota,33.7,95.01
17067,Hancock County,Illinois,19,95.01
31077,Greeley County,Nebraska,25.9,95.02
17055,Franklin County,Illinois,24.3,95.02
21061,Edmonson County,Kentucky,21.2,95.03
17065,Hamilton County,Illinois,17.4,95.03
18041,Fayette County,Indiana,30.9,95.03
26007,Alpena County,Michigan,32.7,95.04
17129,Menard County,Illinois,19.2,95.06
54027,Hampshire County,West Virginia,29.4,95.07
23027,Waldo County,Maine,33.2,95.08
54009,Brooke County,West Virginia,32.5,95.1
18093,Lawrence County,Indiana,40,95.1
21023,Bracken County,Kentucky,23.1,95.11
42023,Cameron County,Pennsylvania,19.9,95.13
17025,Clay County,Illinois,18.2,95.14
29061,Daviess County,Missouri,29.8,95.15
47173,Union County,Tennessee,27.9,95.16
31117,Mcpherson County,Nebraska,21.8,95.16
17083,Jersey County,Illinois,18.9,95.16
21091,Hancock County,Kentucky,22.6,95.16
39031,Coshocton County,Ohio,33.4,95.17
31091,Hooker County,Nebraska,20.5,95.19
27121,Pope County,Minnesota,23.2,95.19
47049,Fentress County,Tennessee,22.9,95.2
23025,Somerset County,Maine,34.8,95.2
19107,Keokuk County,Iowa,31.6,95.22
54077,Preston County,West Virginia,41.6,95.23
50017,Orange County,Vermont,27.9,95.24
42087,Mifflin County,Pennsylvania,20.5,95.24
46089,Mcpherson County,South Dakota,26.8,95.24
21085,Grayson County,Kentucky,32.3,95.24
39037,Darke County,Ohio,30.1,95.25
42057,Fulton County,Pennsylvania,24.4,95.25
31083,Harlan County,Nebraska,26.3,95.25
17147,Piatt County,Illinois,18.9,95.25
55091,Pepin County,Wisconsin,22.2,95.26
39011,Auglaize County,Ohio,33.3,95.26
55119,Taylor County,Wisconsin,34.7,95.27
42015,Bradford County,Pennsylvania,37.1,95.27
21189,Owsley County,Kentucky,22.8,95.27
18115,Ohio County,Indiana,18.6,95.27
31027,Cedar County,Nebraska,33.9,95.27
19011,Benton County,Iowa,35.4,95.28
18025,Crawford County,Indiana,27.6,95.28
19043,Clayton County,Iowa,36,95.29
17049,Effingham County,Illinois,18.6,95.29
21125,Laurel County,Kentucky,42.7,95.3
18137,Ripley County,Indiana,32.4,95.3
21191,Pendleton County,Kentucky,25.7,95.31
33003,Carroll County,New Hampshire,26.8,95.32
21235,Whitley County,Kentucky,32.2,95.32
21121,Knox County,Kentucky,30.4,95.32
42031,Clarion County,Pennsylvania,24.9,95.33
18139,Rush County,Indiana,27.8,95.33
19075,Grundy County,Iowa,32.3,95.35
19023,Butler County,Iowa,32,95.36
19085,Harrison County,Iowa,32.7,95.38
17191,Wayne County,Illinois,18.1,95.38
38045,Lamoure County,North Dakota,26,95.41
17171,Scott County,Illinois,17.6,95.41
18129,Posey County,Indiana,30.9,95.43
29227,Worth County,Missouri,25,95.45
27045,Fillmore County,Minnesota,26.5,95.45
17149,Pike County,Illinois,19,95.46
42115,Susquehanna County,Pennsylvania,27.3,95.47
19185,Wayne County,Iowa,30.2,95.47
19019,Buchanan County,Iowa,32.8,95.47
18119,Owen County,Indiana,26.4,95.48
31075,Grant County,Nebraska,24.6,95.49
19089,Howard County,Iowa,26.3,95.49
21197,Powell County,Kentucky,19.3,95.5
18165,Vermillion County,Indiana,27.5,95.5
17047,Edwards County,Illinois,18.4,95.5
39079,Jackson County,Ohio,43.3,95.51
17125,Mason County,Illinois,20.3,95.51
47137,Pickett County,Tennessee,19.9,95.52
38103,Wells County,North Dakota,27.2,95.52
27097,Morrison County,Minnesota,30.9,95.53
18125,Pike County,Indiana,24,95.53
21089,Greenup County,Kentucky,37,95.56
17139,Moultrie County,Illinois,18.4,95.58
18055,Greene County,Indiana,30.9,95.58
17117,Macoupin County,Illinois,19.1,95.59
29005,Atchison County,Missouri,29.8,95.6
39135,Preble County,Ohio,31.6,95.62
17189,Washington County,Illinois,19.3,95.62
54097,Upshur County,West Virginia,35.1,95.63
42121,Venango County,Pennsylvania,26.4,95.64
54023,Grant County,West Virginia,32.4,95.68
47013,Campbell County,Tennessee,34.7,95.69
17193,White County,Illinois,19.4,95.7
18029,Dearborn County,Indiana,31.2,95.71
54045,Logan County,West Virginia,43.9,95.72
54091,Taylor County,West Virginia,36.1,95.73
21181,Nicholas County,Kentucky,18.6,95.73
18101,Martin County,Indiana,25.1,95.76
39019,Carroll County,Ohio,30.4,95.77
36049,Lewis County,New York,41.3,95.77
39073,Hocking County,Ohio,38.9,95.78
42117,Tioga County,Pennsylvania,31,95.79
17035,Cumberland County,Illinois,18.7,95.79
39015,Brown County,Ohio,36.1,95.82
26083,Keweenaw County,Michigan,17.4,95.83
21157,Marshall County,Kentucky,30.2,95.83
39001,Adams County,Ohio,35.6,95.84
17023,Clark County,Illinois,17.5,95.84
51045,Craig County,Virginia,22.2,95.85
42105,Potter County,Pennsylvania,28.5,95.86
54051,Marshall County,West Virginia,35.7,95.86
51169,Scott County,Virginia,29.9,95.86
17133,Monroe County,Illinois,22,95.87
55123,Vernon County,Wisconsin,26.5,95.88
54059,Mingo County,West Virginia,35.7,95.88
39163,Vinton County,Ohio,34.4,95.89
19131,Mitchell County,Iowa,29.6,95.9
54007,Braxton County,West Virginia,30.7,95.92
39127,Perry County,Ohio,35.8,95.92
19177,Van Buren County,Iowa,25.6,95.93
24023,Garrett County,Maryland,36.2,95.94
21165,Menifee County,Kentucky,25.4,95.94
42123,Warren County,Pennsylvania,30.7,96.03
54041,Lewis County,West Virginia,31.9,96.04
51091,Highland County,Virginia,19.6,96.05
19055,Delaware County,Iowa,32.7,96.06
29045,Clark County,Missouri,29.1,96.09
54053,Mason County,West Virginia,43,96.1
18175,Washington County,Indiana,34.7,96.1
19051,Davis County,Iowa,26.5,96.12
17045,Edgar County,Illinois,19.1,96.13
17013,Calhoun County,Illinois,17.2,96.15
17079,Jasper County,Illinois,18.6,96.16
21127,Lawrence County,Kentucky,33.4,96.17
39105,Meigs County,Ohio,33.2,96.19
21065,Estill County,Kentucky,22.4,96.23
21025,Breathitt County,Kentucky,28.4,96.24
54013,Calhoun County,West Virginia,29.2,96.26
51167,Russell County,Virginia,35.5,96.26
21043,Carter County,Kentucky,35.4,96.26
54105,Wirt County,West Virginia,26.3,96.27
54035,Jackson County,West Virginia,39.4,96.28
29197,Schuyler County,Missouri,34.9,96.28
21237,Wolfe County,Kentucky,26.2,96.28
54109,Wyoming County,West Virginia,37.8,96.29
47067,Hancock County,Tennessee,20.1,96.33
54087,Roane County,West Virginia,39.6,96.38
54095,Tyler County,West Virginia,32.8,96.39
18047,Franklin County,Indiana,23.4,96.39
39111,Monroe County,Ohio,32.5,96.42
54067,Nicholas County,West Virginia,39.2,96.44
42009,Bedford County,Pennsylvania,24.9,96.45
31149,Rock County,Nebraska,30.7,96.47
30033,Garfield County,Montana,19.9,96.47
21203,Rockcastle County,Kentucky,23.2,96.52
17173,Shelby County,Illinois,19,96.52
54085,Ritchie County,West Virginia,33.7,96.53
